pokemon,id,form,rank,ability,raito
オンバーン,715,0,1,おみとおし,72.7
オンバーン,715,0,2,すりぬけ,27.1
オンバーン,715,0,3,テレパシー,0.2
モクロー,722,0,1,しんりょく,64.1
モクロー,722,0,2,えんかく,35.9
フクスロー,723,0,1,えんかく,71.4
フクスロー,723,0,2,しんりょく,28.6
ジュナイパー,724,0,1,えんかく,68.7
ジュナイパー,724,0,2,しんりょく,31.3
ジュナイパー,724,1,1,きもったま,98.2
ジュナイパー,724,1,2,しんりょく,1.8
ヤングース,734,0,1,はりこみ,100.0
デカグース,735,0,1,はりこみ,58.7
デカグース,735,0,2,がんじょうあご,29.4
デカグース,735,0,3,てきおうりょく,11.9
マケンカニ,739,0,1,いかりのつぼ,72.7
マケンカニ,739,0,2,てつのこぶし,27.3
ケケンカニ,740,0,1,てつのこぶし,89.2
ケケンカニ,740,0,2,いかりのつぼ,5.9
ケケンカニ,740,0,3,かいりきバサミ,4.8
オドリドリ,741,0,1,おどりこ,100.0
オドリドリ,741,1,1,おどりこ,100.0
オドリドリ,741,2,1,おどりこ,100.0
オドリドリ,741,3,1,おどりこ,100.0
ルガルガン,745,0,1,すなかき,79.8
ルガルガン,745,0,2,ふくつのこころ,10.8
ルガルガン,745,0,3,するどいめ,9.3
ルガルガン,745,1,1,ノーガード,84.9
ルガルガン,745,1,2,やるき,13.4
ルガルガン,745,1,3,するどいめ,1.7
ルガルガン,745,2,1,かたいツメ,100.0
ヒドイデ,747,0,1,さいせいりょく,100.0
ドヒドイデ,748,0,1,さいせいりょく,98.1
ドヒドイデ,748,0,2,ひとでなし,1.7
ドヒドイデ,748,0,3,じゅうなん,0.3
ドロバンコ,749,0,1,じきゅうりょく,81.6
ドロバンコ,749,0,2,マイペース,18.4
バンバドロ,750,0,1,じきゅうりょく,98.8
バンバドロ,750,0,2,せいしんりょく,0.9
バンバドロ,750,0,3,マイペース,0.3
カリキリ,753,0,1,あまのじゃく,100.0
ラランテス,754,0,1,あまのじゃく,97.8
ラランテス,754,0,2,リーフガード,2.2
ヤトウモリ,757,0,1,ふしょく,84.6
ヤトウモリ,757,0,2,どんかん,15.4
エンニュート,758,0,1,ふしょく,92.7
エンニュート,758,0,2,どんかん,7.3
アマカジ,761,0,1,どんかん,100.0
アママイコ,762,0,1,どんかん,100.0
アマージョ,763,0,1,じょおうのいげん,97.6
アマージョ,763,0,2,スイートベール,1.8
アマージョ,763,0,3,リーフガード,0.6
ヤレユータン,765,0,1,せいしんりょく,86.6
ヤレユータン,765,0,2,きょうせい,10.4
ヤレユータン,765,0,3,テレパシー,3.0
ナゲツケサル,766,0,1,まけんき,96.5
ナゲツケサル,766,0,2,レシーバー,3.5
シロデスナ,770,0,1,みずがため,95.2
シロデスナ,770,0,2,すながくれ,4.8
ネッコアラ,775,0,1,ぜったいねむり,100.0
ミミッキュ,778,0,1,ばけのかわ,100.0
ハギギシリ,779,0,1,がんじょうあご,59.9
ハギギシリ,779,0,2,ビビッドボディ,38.4
ハギギシリ,779,0,3,ミラクルスキン,1.7
サルノリ,810,0,1,グラスメイカー,100.0
バチンキー,811,0,1,グラスメイカー,99.5
バチンキー,811,0,2,しんりょく,0.5
ゴリランダー,812,0,1,グラスメイカー,98.6
ゴリランダー,812,0,2,しんりょく,1.4
ヒバニー,813,0,1,リベロ,61.8
ヒバニー,813,0,2,もうか,38.2
ラビフット,814,0,1,リベロ,100.0
エースバーン,815,0,1,リベロ,90.6
エースバーン,815,0,2,もうか,9.4
メッソン,816,0,1,スナイパー,63.5
メッソン,816,0,2,げきりゅう,36.5
インテレオン,818,0,1,スナイパー,83.1
インテレオン,818,0,2,げきりゅう,16.9
ホシガリス,819,0,1,ほおぶくろ,100.0
ヨクバリス,820,0,1,ほおぶくろ,90.9
ヨクバリス,820,0,2,くいしんぼう,9.1
アオガラス,822,0,1,きんちょうかん,100.0
アーマーガア,823,0,1,ミラーアーマー,80.7
アーマーガア,823,0,2,プレッシャー,17.2
アーマーガア,823,0,3,きんちょうかん,2.1
カムカメ,833,0,1,すいすい,71.8
カムカメ,833,0,2,シェルアーマー,25.6
カムカメ,833,0,3,がんじょうあご,2.6
カジリガメ,834,0,1,すいすい,56.6
カジリガメ,834,0,2,シェルアーマー,30.7
カジリガメ,834,0,3,がんじょうあご,12.7
トロッゴン,838,0,1,じょうききかん,52.5
トロッゴン,838,0,2,ほのおのからだ,47.5
セキタンザン,839,0,1,もらいび,49.3
セキタンザン,839,0,2,じょうききかん,37.1
セキタンザン,839,0,3,ほのおのからだ,13.6
カジッチュ,840,0,1,ぼうだん,66.7
カジッチュ,840,0,2,じゅくせい,33.3
アップリュー,841,0,1,はりきり,83.6
アップリュー,841,0,2,じゅくせい,14.8
アップリュー,841,0,3,くいしんぼう,1.6
タルップル,842,0,1,あついしぼう,81.1
タルップル,842,0,2,じゅくせい,18.1
タルップル,842,0,3,くいしんぼう,0.8
サダイジャ,844,0,1,すなはき,59.8
サダイジャ,844,0,2,だっぴ,34.7
サダイジャ,844,0,3,すながくれ,5.5
サシカマス,846,0,1,すいすい,100.0
カマスジョー,847,0,1,すいすい,97.0
カマスジョー,847,0,2,スクリューおびれ,3.0
エレズン,848,0,1,せいでんき,70.6
エレズン,848,0,2,びびり,29.4
ストリンダー,849,0,1,パンクロック,87.5
ストリンダー,849,0,2,テクニシャン,12.2
ストリンダー,849,0,3,プラス,0.4
ストリンダー,849,1,1,パンクロック,92.0
ストリンダー,849,1,2,テクニシャン,7.5
ストリンダー,849,1,3,マイナス,0.5
ヤバチャ,854,0,1,くだけるよろい,100.0
ポットデス,855,0,1,のろわれボディ,69.2
ポットデス,855,0,2,くだけるよろい,30.8
ミブリム,856,0,1,いやしのこころ,72.2
ミブリム,856,0,2,マジックミラー,27.8
テブリム,857,0,1,マジックミラー,99.6
テブリム,857,0,2,きけんよち,0.4
ブリムオン,858,0,1,マジックミラー,98.8
ブリムオン,858,0,2,いやしのこころ,0.8
ブリムオン,858,0,3,きけんよち,0.4
ベロバー,859,0,1,いたずらごころ,100.0
ギモー,860,0,1,いたずらごころ,97.6
ギモー,860,0,2,おみとおし,2.4
オーロンゲ,861,0,1,いたずらごころ,97.8
オーロンゲ,861,0,2,おみとおし,1.6
オーロンゲ,861,0,3,わるいてぐせ,0.6
ニャイキング,863,0,1,かたいツメ,50.1
ニャイキング,863,0,2,はがねのせいしん,35.0
ニャイキング,863,0,3,カブトアーマー,14.9
タイレーツ,870,0,1,カブトアーマー,63.7
タイレーツ,870,0,2,まけんき,36.3
バチンウニ,871,0,1,エレキメイカー,98.5
バチンウニ,871,0,2,ひらいしん,1.5
ユキハミ,872,0,1,りんぷん,55.6
ユキハミ,872,0,2,こおりのりんぷん,44.4
モスノウ,873,0,1,こおりのりんぷん,99.2
モスノウ,873,0,2,りんぷん,0.8
イシヘンジン,874,0,1,パワースポット,100.0
コオリッポ,875,0,1,アイスフェイス,100.0
イエッサン,876,0,1,サイコメイカー,99.4
イエッサン,876,0,2,せいしんりょく,0.4
イエッサン,876,0,3,シンクロ,0.2
イエッサン,876,1,1,サイコメイカー,99.1
イエッサン,876,1,2,シンクロ,0.9
イエッサン,876,1,3,マイペース,0.0
ダイオウドウ,879,0,1,ちからずく,84.6
ダイオウドウ,879,0,2,ヘヴィメタル,15.4
ドロンチ,886,0,1,クリアボディ,50.0
ドロンチ,886,0,2,すりぬけ,50.0
ドラパルト,887,0,1,すりぬけ,55.1
ドラパルト,887,0,2,のろわれボディ,23.4
ドラパルト,887,0,3,クリアボディ,21.5
ダクマ,891,0,1,せいしんりょく,100.0
ウーラオス,892,0,1,ふかしのこぶし,100.0
ウーラオス,892,1,1,ふかしのこぶし,100.0
レジエレキ,894,0,1,トランジスタ,100.0
レジドラゴ,895,0,1,りゅうのあぎと,100.0
ブリザポス,896,0,1,しろのいななき,100.0
レイスポス,897,0,1,くろのいななき,100.0
アヤシシ,899,0,1,いかく,89.2
アヤシシ,899,0,2,おみとおし,6.4
アヤシシ,899,0,3,そうしょく,4.4
バサギリ,900,0,1,きれあじ,98.3
バサギリ,900,0,2,むしのしらせ,1.5
バサギリ,900,0,3,ちからずく,0.2
ガチグマ,901,0,1,こんじょう,95.3
ガチグマ,901,0,2,ぼうだん,4.7
ガチグマ,901,0,3,きんちょうかん,0.0
イダイトウ,902,0,1,てきおうりょく,65.3
イダイトウ,902,0,2,すいすい,34.4
イダイトウ,902,0,3,かたやぶり,0.4
イダイトウ,902,1,1,てきおうりょく,92.7
イダイトウ,902,1,2,すいすい,4.8
イダイトウ,902,1,3,かたやぶり,2.5
オオニューラ,903,0,1,かるわざ,74.2
オオニューラ,903,0,2,どくしゅ,25.2
オオニューラ,903,0,3,プレッシャー,0.6
ハリーマン,904,0,1,いかく,82.4
ハリーマン,904,0,2,すいすい,11.6
ハリーマン,904,0,3,どくのトゲ,5.9
ラブトロス,905,0,1,あまのじゃく,87.8
ラブトロス,905,0,2,メロメロボディ,12.2
ラブトロス,905,1,1,ぼうじん,100.0
ニャオハ,906,0,1,へんげんじざい,94.4
ニャオハ,906,0,2,しんりょく,5.6
ニャローテ,907,0,1,へんげんじざい,75.3
ニャローテ,907,0,2,しんりょく,24.7
マスカーニャ,908,0,1,へんげんじざい,67.9
マスカーニャ,908,0,2,しんりょく,32.1
ホゲータ,909,0,1,てんねん,98.5
ホゲータ,909,0,2,もうか,1.5
アチゲータ,910,0,1,てんねん,96.4
アチゲータ,910,0,2,もうか,3.6
ラウドボーン,911,0,1,てんねん,97.4
ラウドボーン,911,0,2,もうか,2.6
クワッス,912,0,1,げきりゅう,98.7
クワッス,912,0,2,じしんかじょう,1.3
ウェルカモ,913,0,1,げきりゅう,56.5
ウェルカモ,913,0,2,じしんかじょう,43.5
ウェーニバル,914,0,1,じしんかじょう,87.3
ウェーニバル,914,0,2,げきりゅう,12.7
グルトン,915,0,1,アロマベール,55.6
グルトン,915,0,2,あついしぼう,27.8
グルトン,915,0,3,くいしんぼう,16.7
パフュートン,916,0,1,とれないにおい,57.6
パフュートン,916,0,2,あついしぼう,42.1
パフュートン,916,0,3,くいしんぼう,0.2
パフュートン,916,1,1,アロマベール,80.9
パフュートン,916,1,2,あついしぼう,19.1
タマンチュラ,917,0,1,ふみん,100.0
ワナイダー,918,0,1,ふみん,91.6
ワナイダー,918,0,2,はりこみ,8.4
マメバッタ,919,0,1,いろめがね,100.0
エクスレッグ,920,0,1,いろめがね,98.0
エクスレッグ,920,0,2,むしのしらせ,2.0
パモ,921,0,1,しぜんかいふく,100.0
パモット,922,0,1,てつのこぶし,100.0
パーモット,923,0,1,てつのこぶし,53.2
パーモット,923,0,2,ちくでん,40.3
パーモット,923,0,3,しぜんかいふく,6.5
ワッカネズミ,924,0,1,ものひろい,100.0
イッカネズミ,925,0,1,テクニシャン,92.6
イッカネズミ,925,0,2,ほおぶくろ,7.0
イッカネズミ,925,0,3,フレンドガード,0.4
パピモッチ,926,0,1,マイペース,100.0
バウッツェル,927,0,1,こんがりボディ,82.9
バウッツェル,927,0,2,アロマベール,17.1
オリーニョ,929,0,1,はやおき,100.0
オリーヴァ,930,0,1,こぼれダネ,68.6
オリーヴァ,930,0,2,しゅうかく,31.4
イキリンコ,931,0,1,はりきり,53.7
イキリンコ,931,0,2,いかく,32.6
イキリンコ,931,0,3,こんじょう,13.7
イキリンコ,931,1,1,こんじょう,41.1
イキリンコ,931,1,2,いかく,32.1
イキリンコ,931,1,3,はりきり,26.8
イキリンコ,931,2,1,はりきり,57.5
イキリンコ,931,2,2,いかく,42.5
イキリンコ,931,3,1,はりきり,51.0
イキリンコ,931,3,2,ちからずく,30.6
イキリンコ,931,3,3,いかく,18.5
コジオ,932,0,1,がんじょう,90.9
コジオ,932,0,2,きよめのしお,9.1
ジオヅム,933,0,1,きよめのしお,63.2
ジオヅム,933,0,2,がんじょう,36.8
キョジオーン,934,0,1,きよめのしお,92.3
キョジオーン,934,0,2,がんじょう,7.4
キョジオーン,934,0,3,クリアボディ,0.3
カルボウ,935,0,1,ほのおのからだ,100.0
グレンアルマ,936,0,1,くだけるよろい,73.9
グレンアルマ,936,0,2,もらいび,26.1
ソウブレイズ,937,0,1,もらいび,57.5
ソウブレイズ,937,0,2,くだけるよろい,42.5
ハラバリー,939,0,1,でんきにかえる,98.6
ハラバリー,939,0,2,せいでんき,1.4
ハラバリー,939,0,3,しめりけ,0.0
カイデン,940,0,1,ふうりょくでんき,80.3
カイデン,940,0,2,ちくでん,19.7
タイカイデン,941,0,1,ちくでん,68.4
タイカイデン,941,0,2,かちき,19.8
タイカイデン,941,0,3,ふうりょくでんき,11.8
オラチフ,942,0,1,にげあし,100.0
マフィティフ,943,0,1,はりこみ,57.6
マフィティフ,943,0,2,ばんけん,25.9
マフィティフ,943,0,3,いかく,16.5
シルシュルー,944,0,1,いたずらごころ,100.0
タギングル,945,0,1,いたずらごころ,74.8
タギングル,945,0,2,かるわざ,13.5
タギングル,945,0,3,どくしゅ,11.7
アノクサ,946,0,1,かぜのり,68.8
アノクサ,946,0,2,すりぬけ,31.3
アノホラグサ,947,0,1,かぜのり,85.3
アノホラグサ,947,0,2,すりぬけ,14.7
ノノクラゲ,948,0,1,きんしのちから,100.0
リククラゲ,949,0,1,きんしのちから,100.0
ガケガニ,950,0,1,いかりのこうら,86.2
ガケガニ,950,0,2,さいせいりょく,9.6
ガケガニ,950,0,3,シェルアーマー,4.2
カプサイジ,951,0,1,ふみん,100.0
スコヴィラン,952,0,1,ムラっけ,83.0
スコヴィラン,952,0,2,ようりょくそ,15.5
スコヴィラン,952,0,3,ふみん,1.4
シガロコ,953,0,1,だっぴ,89.5
シガロコ,953,0,2,ふくがん,10.5
ベラカス,954,0,1,シンクロ,94.9
ベラカス,954,0,2,テレパシー,5.1
ヒラヒナ,955,0,1,おみとおし,100.0
クエスパトラ,956,0,1,かそく,99.3
クエスパトラ,956,0,2,びんじょう,0.4
クエスパトラ,956,0,3,おみとおし,0.4
カヌチャン,957,0,1,かたやぶり,100.0
ナカヌチャン,958,0,1,かたやぶり,97.2
ナカヌチャン,958,0,2,マイペース,2.8
デカヌチャン,959,0,1,かたやぶり,93.4
デカヌチャン,959,0,2,わるいてぐせ,3.6
デカヌチャン,959,0,3,マイペース,3.0
ウミディグダ,960,0,1,ぬめぬめ,100.0
ウミトリオ,961,0,1,ぬめぬめ,76.1
ウミトリオ,961,0,2,すながくれ,21.2
ウミトリオ,961,0,3,びびり,2.7
オトシドリ,962,0,1,いわはこび,82.3
オトシドリ,962,0,2,するどいめ,12.1
オトシドリ,962,0,3,はとむね,5.6
ナミイルカ,963,0,1,みずのベール,100.0
イルカマン,964,0,1,マイティチェンジ,100.0
ブロロン,965,0,1,ぼうじん,65.0
ブロロン,965,0,2,スロースタート,35.0
ブロロローム,966,0,1,フィルター,53.4
ブロロローム,966,0,2,ぼうじん,46.6
モトトカゲ,967,0,1,さいせいりょく,97.7
モトトカゲ,967,0,2,だっぴ,2.3
ミミズズ,968,0,1,どしょく,99.6
ミミズズ,968,0,2,すながくれ,0.4
キラーメ,969,0,1,どくげしょう,68.0
キラーメ,969,0,2,ふしょく,32.0
キラフロル,970,0,1,どくげしょう,91.6
キラフロル,970,0,2,ふしょく,8.4
ボチ,971,0,1,もふもふ,100.0
ハカドッグ,972,0,1,すなかき,59.3
ハカドッグ,972,0,2,もふもふ,40.7
カラミンゴ,973,0,1,きもったま,99.4
カラミンゴ,973,0,2,ちどりあし,0.5
カラミンゴ,973,0,3,きょうえん,0.1
アルクジラ,974,0,1,あついしぼう,88.9
アルクジラ,974,0,2,ゆきがくれ,11.1
ハルクジラ,975,0,1,あついしぼう,47.2
ハルクジラ,975,0,2,ちからずく,41.1
ハルクジラ,975,0,3,ゆきかき,11.7
ミガルーサ,976,0,1,かたやぶり,77.5
ミガルーサ,976,0,2,きれあじ,22.5
ヘイラッシャ,977,0,1,てんねん,98.4
ヘイラッシャ,977,0,2,どんかん,1.0
ヘイラッシャ,977,0,3,みずのベール,0.6
シャリタツ,978,0,1,よびみず,92.0
シャリタツ,978,0,2,しれいとう,8.0
シャリタツ,978,1,1,よびみず,97.0
シャリタツ,978,1,2,しれいとう,3.0
シャリタツ,978,2,1,よびみず,98.0
シャリタツ,978,2,2,しれいとう,2.0
コノヨザル,979,0,1,やるき,44.5
コノヨザル,979,0,2,まけんき,43.5
コノヨザル,979,0,3,せいしんりょく,12.0
ドオー,980,0,1,ちょすい,75.5
ドオー,980,0,2,てんねん,24.3
ドオー,980,0,3,どくのトゲ,0.2
リキキリン,981,0,1,テイルアーマー,66.1
リキキリン,981,0,2,そうしょく,26.7
リキキリン,981,0,3,はんすう,7.2
ノココッチ,982,0,1,てんのめぐみ,56.9
ノココッチ,982,0,2,びびり,40.6
ノココッチ,982,0,3,にげあし,2.4
ドドゲザン,983,0,1,まけんき,52.9
ドドゲザン,983,0,2,そうだいしょう,45.3
ドドゲザン,983,0,3,プレッシャー,1.8
イダイナキバ,984,0,1,こだいかっせい,100.0
サケブシッポ,985,0,1,こだいかっせい,100.0
アラブルタケ,986,0,1,こだいかっせい,100.0
ハバタクカミ,987,0,1,こだいかっせい,100.0
チヲハウハネ,988,0,1,こだいかっせい,100.0
スナノケガワ,989,0,1,こだいかっせい,100.0
テツノワダチ,990,0,1,クォークチャージ,100.0
テツノツツミ,991,0,1,クォークチャージ,100.0
テツノカイナ,992,0,1,クォークチャージ,100.0
テツノコウベ,993,0,1,クォークチャージ,100.0
テツノドクガ,994,0,1,クォークチャージ,100.0
テツノイバラ,995,0,1,クォークチャージ,100.0
セゴール,997,0,1,ねつこうかん,70.0
セゴール,997,0,2,アイスボディ,30.0
セグレイブ,998,0,1,ねつこうかん,98.7
セグレイブ,998,0,2,アイスボディ,1.3
コレクレー,999,0,1,びびり,100.0
コレクレー,999,1,1,にげあし,100.0
サーフゴー,1000,0,1,おうごんのからだ,100.0
チオンジェン,1001,0,1,わざわいのおふだ,100.0
パオジアン,1002,0,1,わざわいのつるぎ,100.0
ディンルー,1003,0,1,わざわいのうつわ,100.0
イーユイ,1004,0,1,わざわいのたま,100.0
トドロクツキ,1005,0,1,こだいかっせい,100.0
テツノブジン,1006,0,1,クォークチャージ,100.0
