pokemon,id,form,rank,move,raito
ヨーギラス,246,0,7,いわなだれ,16.7
ヨーギラス,246,0,8,かみつく,16.7
バンギラス,248,0,1,いわなだれ,93.1
バンギラス,248,0,2,かみくだく,57.9
バンギラス,248,0,3,テラバースト,41.4
バンギラス,248,0,4,まもる,40.3
バンギラス,248,0,5,じしん,28.3
バンギラス,248,0,6,けたぐり,21.0
バンギラス,248,0,7,ダメおし,20.5
バンギラス,248,0,8,れいとうパンチ,13.3
バンギラス,248,0,9,じだんだ,9.6
バンギラス,248,0,10,かわらわり,8.1
ペリッパー,279,0,1,ぼうふう,99.3
ペリッパー,279,0,2,おいかぜ,72.5
ペリッパー,279,0,3,ワイドガード,64.8
ペリッパー,279,0,4,ハイドロポンプ,50.6
ペリッパー,279,0,5,まもる,43.4
ペリッパー,279,0,6,てだすけ,35.4
ペリッパー,279,0,7,なみのり,7.2
ペリッパー,279,0,8,とんぼがえり,5.0
ペリッパー,279,0,9,ひやみず,4.5
ペリッパー,279,0,10,れいとうビーム,4.1
ラルトス,280,0,1,サイケこうせん,50.0
ラルトス,280,0,2,めいそう,50.0
ラルトス,280,0,3,ドレインキッス,50.0
ラルトス,280,0,4,あまえる,50.0
ラルトス,280,0,5,いのちのしずく,50.0
ラルトス,280,0,6,テレポート,50.0
ラルトス,280,0,7,サイコキネシス,50.0
ラルトス,280,0,8,さいみんじゅつ,50.0
サーナイト,282,0,1,サイコキネシス,61.0
サーナイト,282,0,2,ムーンフォース,59.7
サーナイト,282,0,3,マジカルシャイン,54.1
サーナイト,282,0,4,トリックルーム,36.3
サーナイト,282,0,5,まもる,22.6
サーナイト,282,0,6,マジカルフレイム,21.7
サーナイト,282,0,7,ふういん,13.4
サーナイト,282,0,8,１０まんボルト,12.4
サーナイト,282,0,9,こごえるかぜ,11.2
サーナイト,282,0,10,あやしいひかり,7.6
アメタマ,283,0,1,パワーシェア,92.3
アメタマ,283,0,2,みずびたし,92.3
アメタマ,283,0,3,てだすけ,61.5
アメタマ,283,0,4,アクアジェット,61.5
アメタマ,283,0,5,くろいきり,38.5
アメタマ,283,0,6,ねばねばネット,38.5
アメタマ,283,0,7,しろいきり,7.7
アメタマ,283,0,8,バトンタッチ,7.7
アメモース,284,0,1,アクアジェット,44.6
アメモース,284,0,2,こごえるかぜ,42.3
アメモース,284,0,3,むしのていこう,36.6
アメモース,284,0,4,おいかぜ,32.4
アメモース,284,0,5,てだすけ,29.5
アメモース,284,0,6,くろいきり,27.7
アメモース,284,0,7,むしのさざめき,22.2
アメモース,284,0,8,ねばねばネット,18.9
アメモース,284,0,9,れいとうビーム,18.2
アメモース,284,0,10,エアスラッシュ,17.4
キノココ,285,0,1,どくどく,100.0
キノココ,285,0,2,キノコのほうし,100.0
キノココ,285,0,3,やどりぎのタネ,64.3
キノココ,285,0,4,ギガドレイン,64.3
キノココ,285,0,5,タネばくだん,35.7
キノココ,285,0,6,せいちょう,35.7
キノガッサ,286,0,1,マッハパンチ,94.9
キノガッサ,286,0,2,タネマシンガン,90.1
キノガッサ,286,0,3,キノコのほうし,87.4
キノガッサ,286,0,4,まもる,38.8
キノガッサ,286,0,5,がんせきふうじ,16.5
キノガッサ,286,0,6,つるぎのまい,12.0
キノガッサ,286,0,7,つばめがえし,8.4
キノガッサ,286,0,8,テラバースト,6.1
キノガッサ,286,0,9,タネばくだん,5.5
キノガッサ,286,0,10,フェイント,5.3
ナマケロ,287,0,1,じゃれつく,100.0
ナマケロ,287,0,2,じごくづき,100.0
ナマケロ,287,0,3,じたばた,100.0
ナマケロ,287,0,4,カウンター,100.0
ヤルキモノ,288,0,1,きしかいせい,78.6
ヤルキモノ,288,0,2,じごくづき,78.6
ヤルキモノ,288,0,3,こらえる,78.6
ヤルキモノ,288,0,4,おさきにどうぞ,71.4
ヤルキモノ,288,0,5,あくび,21.4
ヤルキモノ,288,0,6,カウンター,14.3
ヤルキモノ,288,0,7,なまける,14.3
ヤルキモノ,288,0,8,アンコール,7.1
ヤルキモノ,288,0,9,ビルドアップ,7.1
ヤルキモノ,288,0,10,きあいパンチ,7.1
ケッキング,289,0,1,ふいうち,44.5
ケッキング,289,0,2,ドレインパンチ,43.8
ケッキング,289,0,3,からげんき,29.0
ケッキング,289,0,4,のしかかり,28.8
ケッキング,289,0,5,じゃれつく,25.3
ケッキング,289,0,6,いわなだれ,23.3
ケッキング,289,0,7,じしん,20.1
ケッキング,289,0,8,シャドークロー,19.5
ケッキング,289,0,9,まもる,18.0
ケッキング,289,0,10,なまける,17.2
マクノシタ,296,0,1,ねこだまし,87.5
マクノシタ,296,0,2,カウンター,87.5
マクノシタ,296,0,3,きしかいせい,87.5
マクノシタ,296,0,4,バレットパンチ,87.5
マクノシタ,296,0,5,きあいだめ,12.5
マクノシタ,296,0,6,たいあたり,12.5
ハリテヤマ,297,0,1,ねこだまし,82.3
ハリテヤマ,297,0,2,インファイト,57.9
ハリテヤマ,297,0,3,はたきおとす,55.3
ハリテヤマ,297,0,4,ワイドガード,45.7
ハリテヤマ,297,0,5,バレットパンチ,36.5
ハリテヤマ,297,0,6,ドレインパンチ,35.1
ハリテヤマ,297,0,7,ぶちかまし,19.4
ハリテヤマ,297,0,8,れいとうパンチ,12.6
ハリテヤマ,297,0,9,からげんき,7.5
ハリテヤマ,297,0,10,フェイント,7.5
ルリリ,298,0,1,アンコール,69.2
ルリリ,298,0,2,ほろびのうた,69.2
ルリリ,298,0,3,どろかけ,69.2
ルリリ,298,0,4,まもる,69.2
ルリリ,298,0,5,バブルこうせん,15.4
ルリリ,298,0,6,はねる,15.4
ルリリ,298,0,7,みずでっぽう,15.4
ルリリ,298,0,8,アクアジェット,15.4
ルリリ,298,0,9,てだすけ,15.4
ルリリ,298,0,10,まねっこ,15.4
ヤミラミ,302,0,1,アンコール,53.7
ヤミラミ,302,0,2,さきおくり,52.1
ヤミラミ,302,0,3,ねこだまし,45.7
ヤミラミ,302,0,4,イカサマ,40.3
ヤミラミ,302,0,5,おにび,37.5
ヤミラミ,302,0,6,かなしばり,26.7
ヤミラミ,302,0,7,ひかりのかべ,24.9
ヤミラミ,302,0,8,リフレクター,20.2
ヤミラミ,302,0,9,ちょうはつ,16.0
ヤミラミ,302,0,10,にほんばれ,10.9
アサナン,307,0,1,ねこだまし,100.0
アサナン,307,0,2,トリックルーム,100.0
アサナン,307,0,3,スキルスワップ,100.0
アサナン,307,0,4,インファイト,100.0
チャーレム,308,0,1,ねこだまし,60.8
チャーレム,308,0,2,バレットパンチ,51.2
チャーレム,308,0,3,インファイト,47.1
チャーレム,308,0,4,スキルスワップ,37.6
チャーレム,308,0,5,しねんのずつき,33.5
チャーレム,308,0,6,トリックルーム,23.5
チャーレム,308,0,7,サイコカッター,17.1
チャーレム,308,0,8,とびひざげり,16.2
チャーレム,308,0,9,みきり,15.4
チャーレム,308,0,10,フェイント,15.1
マルノーム,317,0,1,ボディプレス,64.5
マルノーム,317,0,2,まもる,53.3
マルノーム,317,0,3,どくどく,49.5
マルノーム,317,0,4,どくガス,37.4
マルノーム,317,0,5,どろかけ,34.6
マルノーム,317,0,6,あくび,31.8
マルノーム,317,0,7,たくわえる,26.2
マルノーム,317,0,8,ほおばる,20.6
マルノーム,317,0,9,ダストシュート,18.7
マルノーム,317,0,10,いたみわけ,12.1
ドンメル,322,0,1,たくわえる,75.0
ドンメル,322,0,2,ボディプレス,56.3
ドンメル,322,0,3,のろい,50.0
ドンメル,322,0,4,ドわすれ,50.0
ドンメル,322,0,5,まもる,31.3
ドンメル,322,0,6,おにび,21.9
ドンメル,322,0,7,はきだす,18.8
ドンメル,322,0,8,せいちょう,18.8
ドンメル,322,0,9,あくび,18.8
ドンメル,322,0,10,ニトロチャージ,18.8
バクーダ,323,0,1,だいちのちから,86.3
バクーダ,323,0,2,ふんか,82.2
バクーダ,323,0,3,まもる,64.3
バクーダ,323,0,4,テラバースト,30.6
バクーダ,323,0,5,ソーラービーム,27.6
バクーダ,323,0,6,じしん,21.7
バクーダ,323,0,7,ねっぷう,14.7
バクーダ,323,0,8,あくび,14.4
バクーダ,323,0,9,かえんほうしゃ,12.7
バクーダ,323,0,10,フレアドライブ,8.8
コータス,324,0,1,ふんか,81.0
コータス,324,0,2,だいちのちから,61.6
コータス,324,0,3,まもる,59.9
コータス,324,0,4,ねっぷう,53.2
コータス,324,0,5,かえんほうしゃ,33.0
コータス,324,0,6,てだすけ,22.2
コータス,324,0,7,クリアスモッグ,21.1
コータス,324,0,8,ソーラービーム,20.6
コータス,324,0,9,オーバーヒート,15.7
コータス,324,0,10,あくび,13.9
バネブー,325,0,1,とびはねる,100.0
バネブー,325,0,2,サイコショック,100.0
バネブー,325,0,3,サイコキネシス,100.0
バネブー,325,0,4,しっぺがえし,100.0
ブーピッグ,326,0,1,シンプルビーム,73.1
ブーピッグ,326,0,2,じこあんじ,28.5
ブーピッグ,326,0,3,バークアウト,28.2
ブーピッグ,326,0,4,サイコショック,26.9
ブーピッグ,326,0,5,アシストパワー,25.5
ブーピッグ,326,0,6,トリックルーム,21.0
ブーピッグ,326,0,7,トリック,19.8
ブーピッグ,326,0,8,パワージェム,18.9
ブーピッグ,326,0,9,てだすけ,18.7
ブーピッグ,326,0,10,まもる,18.2
ノクタス,332,0,1,ふいうち,90.9
ノクタス,332,0,2,ニードルガード,83.9
ノクタス,332,0,3,シャドーボール,34.0
ノクタス,332,0,4,リーフストーム,30.0
ノクタス,332,0,5,エナジーボール,24.9
ノクタス,332,0,6,つるぎのまい,20.5
ノクタス,332,0,7,タネマシンガン,19.3
ノクタス,332,0,8,タネばくだん,17.5
ノクタス,332,0,9,かみなりパンチ,14.7
ノクタス,332,0,10,かわらわり,10.5
チルット,333,0,1,ほろびのうた,100.0
チルット,333,0,2,うたう,100.0
チルット,333,0,3,まもる,100.0
チルット,333,0,4,ハイパーボイス,100.0
チルタリス,334,0,1,はねやすめ,58.0
チルタリス,334,0,2,コットンガード,43.2
チルタリス,334,0,3,ほろびのうた,41.5
チルタリス,334,0,4,おにび,33.8
チルタリス,334,0,5,ムーンフォース,30.8
チルタリス,334,0,6,まもる,23.9
チルタリス,334,0,7,ほのおのうず,20.7
チルタリス,334,0,8,くろいきり,19.5
チルタリス,334,0,9,おいかぜ,19.0
チルタリス,334,0,10,ブレイブバード,14.6
ザングース,335,0,1,からげんき,72.9
ザングース,335,0,2,インファイト,64.7
ザングース,335,0,3,でんこうせっか,62.9
ザングース,335,0,4,シャドークロー,48.3
ザングース,335,0,5,みきり,37.4
ザングース,335,0,6,つじぎり,22.5
ザングース,335,0,7,つるぎのまい,18.2
ザングース,335,0,8,まもる,11.6
ザングース,335,0,9,テラバースト,10.6
ザングース,335,0,10,はらだいこ,10.6
ハブネーク,336,0,1,へびにらみ,78.0
ハブネーク,336,0,2,バークアウト,53.7
ハブネーク,336,0,3,ギガドレイン,49.6
ハブネーク,336,0,4,アシッドボム,48.8
ハブネーク,336,0,5,ヘドロばくだん,29.3
ハブネーク,336,0,6,くろいきり,17.9
ハブネーク,336,0,7,フェイント,17.9
ハブネーク,336,0,8,こおりのキバ,15.4
ハブネーク,336,0,9,じしん,14.6
ハブネーク,336,0,10,ダストシュート,13.8
ナマズン,340,0,1,じしん,75.8
ナマズン,340,0,2,しねんのずつき,48.5
ナマズン,340,0,3,たきのぼり,42.4
ナマズン,340,0,4,ひやみず,36.4
ナマズン,340,0,5,ゲップ,28.8
ナマズン,340,0,6,だくりゅう,28.8
ナマズン,340,0,7,だいちのちから,24.2
ナマズン,340,0,8,れいとうビーム,22.7
ナマズン,340,0,9,りゅうのまい,16.7
ナマズン,340,0,10,まもる,12.1
カゲボウズ,353,0,1,アンコール,66.7
カゲボウズ,353,0,2,みちづれ,66.7
カゲボウズ,353,0,3,のろい,66.7
カゲボウズ,353,0,4,トリックルーム,66.7
カゲボウズ,353,0,5,ゴーストダイブ,33.3
カゲボウズ,353,0,6,ふいうち,33.3
カゲボウズ,353,0,7,トリック,27.8
カゲボウズ,353,0,8,なりきり,16.7
カゲボウズ,353,0,9,おにび,16.7
カゲボウズ,353,0,10,かげうち,5.6
ジュペッタ,354,0,1,ふいうち,81.2
ジュペッタ,354,0,2,かげうち,73.3
ジュペッタ,354,0,3,はたきおとす,62.4
ジュペッタ,354,0,4,シャドークロー,37.6
ジュペッタ,354,0,5,おにび,34.7
ジュペッタ,354,0,6,ゴーストダイブ,21.8
ジュペッタ,354,0,7,テラバースト,13.9
ジュペッタ,354,0,8,まもる,10.9
ジュペッタ,354,0,9,トリックルーム,9.9
ジュペッタ,354,0,10,でんじは,7.9
トロピウス,357,0,1,エアスラッシュ,75.3
トロピウス,357,0,2,ワイドガード,61.6
トロピウス,357,0,3,やどりぎのタネ,56.1
トロピウス,357,0,4,まもる,39.9
トロピウス,357,0,5,おいかぜ,33.7
トロピウス,357,0,6,にほんばれ,25.9
トロピウス,357,0,7,エアカッター,16.1
トロピウス,357,0,8,ソーラービーム,14.3
トロピウス,357,0,9,りゅうのはどう,11.6
トロピウス,357,0,10,てだすけ,10.4
ユキワラシ,361,0,1,こおりのつぶて,50.0
ユキワラシ,361,0,2,まもる,50.0
ユキワラシ,361,0,3,ずつき,50.0
ユキワラシ,361,0,4,こごえるかぜ,50.0
ユキワラシ,361,0,5,こなゆき,50.0
ユキワラシ,361,0,6,おどろかす,50.0
ユキワラシ,361,0,7,かみつく,50.0
ユキワラシ,361,0,8,にらみつける,50.0
オニゴーリ,362,0,1,まもる,90.2
オニゴーリ,362,0,2,フリーズドライ,56.5
オニゴーリ,362,0,3,みがわり,39.9
オニゴーリ,362,0,4,ぜったいれいど,38.4
オニゴーリ,362,0,5,こおりのつぶて,24.2
オニゴーリ,362,0,6,テラバースト,23.3
オニゴーリ,362,0,7,かなしばり,20.2
オニゴーリ,362,0,8,こおりのいぶき,15.5
オニゴーリ,362,0,9,アイススピナー,14.2
オニゴーリ,362,0,10,かげぶんしん,13.7
ラブカス,370,0,1,ハイドロポンプ,78.6
ラブカス,370,0,2,しんぴのまもり,71.4
ラブカス,370,0,3,みずびたし,71.4
ラブカス,370,0,4,つぶらなひとみ,64.3
ラブカス,370,0,5,こごえるかぜ,28.6
ラブカス,370,0,6,ドレインキッス,21.4
ラブカス,370,0,7,あまごい,14.3
ラブカス,370,0,8,まもる,14.3
ラブカス,370,0,9,あまえる,14.3
ラブカス,370,0,10,テラバースト,7.1
コモルー,372,0,1,てっぺき,76.9
コモルー,372,0,2,ドラゴンクロー,73.1
コモルー,372,0,3,てだすけ,42.3
コモルー,372,0,4,すてみタックル,38.5
コモルー,372,0,5,がんせきふうじ,34.6
コモルー,372,0,6,のしかかり,34.6
コモルー,372,0,7,どろかけ,23.1
コモルー,372,0,8,ほのおのうず,23.1
コモルー,372,0,9,ねむる,23.1
コモルー,372,0,10,アイアンヘッド,19.2
ボーマンダ,373,0,1,まもる,57.7
ボーマンダ,373,0,2,ダブルウイング,49.1
ボーマンダ,373,0,3,りゅうせいぐん,30.3
ボーマンダ,373,0,4,じしん,27.5
ボーマンダ,373,0,5,りゅうのまい,23.9
ボーマンダ,373,0,6,おいかぜ,23.6
ボーマンダ,373,0,7,アイアンヘッド,20.1
ボーマンダ,373,0,8,ドラゴンクロー,19.0
ボーマンダ,373,0,9,エアスラッシュ,17.4
ボーマンダ,373,0,10,ぼうふう,17.4
ムックル,396,0,1,なきごえ,100.0
ムックル,396,0,2,でんこうせっか,100.0
ムックル,396,0,3,つばさでうつ,100.0
ムックル,396,0,4,ブレイブバード,100.0
ムクバード,397,0,1,てだすけ,66.7
ムクバード,397,0,2,フェザーダンス,66.7
ムクバード,397,0,3,ブレイブバード,66.7
ムクバード,397,0,4,おいかぜ,66.7
ムクバード,397,0,5,つばさでうつ,33.3
ムクバード,397,0,6,なきごえ,33.3
ムクバード,397,0,7,でんこうせっか,33.3
ムクバード,397,0,8,たいあたり,33.3
ムクホーク,398,0,1,ブレイブバード,94.6
ムクホーク,398,0,2,いのちがけ,59.0
ムクホーク,398,0,3,インファイト,53.3
ムクホーク,398,0,4,とんぼがえり,43.6
ムクホーク,398,0,5,すてみタックル,30.8
ムクホーク,398,0,6,おいかぜ,24.2
ムクホーク,398,0,7,テラバースト,18.8
ムクホーク,398,0,8,でんこうせっか,14.6
ムクホーク,398,0,9,むしのていこう,13.8
ムクホーク,398,0,10,がむしゃら,10.6
コロボーシ,401,0,1,なきごえ,100.0
コロボーシ,401,0,2,むしのていこう,100.0
コロボーシ,401,0,3,たいあたり,100.0
コロボーシ,401,0,4,むしくい,100.0
コロトック,402,0,1,ちょうはつ,50.7
コロトック,402,0,2,ほろびのうた,44.8
コロトック,402,0,3,まもる,44.8
コロトック,402,0,4,とどめばり,41.8
コロトック,402,0,5,つるぎのまい,34.3
コロトック,402,0,6,てだすけ,29.9
コロトック,402,0,7,つばめがえし,25.4
コロトック,402,0,8,きゅうけつ,23.9
コロトック,402,0,9,みがわり,19.4
コロトック,402,0,10,くさわけ,17.9
コリンク,403,0,1,バークアウト,100.0
コリンク,403,0,2,とおぼえ,100.0
コリンク,403,0,3,ワイルドボルト,100.0
コリンク,403,0,4,にらみつける,100.0
ルクシオ,404,0,1,スパーク,100.0
ルクシオ,404,0,2,ほえる,100.0
ルクシオ,404,0,3,ボルトチェンジ,100.0
ルクシオ,404,0,4,こわいかお,100.0
レントラー,405,0,1,ワイルドボルト,67.1
レントラー,405,0,2,バークアウト,51.5
レントラー,405,0,3,ボルトチェンジ,36.5
レントラー,405,0,4,こおりのキバ,33.9
レントラー,405,0,5,まもる,27.9
レントラー,405,0,6,じゃれつく,18.6
レントラー,405,0,7,つぶらなひとみ,17.1
レントラー,405,0,8,くさわけ,16.0
レントラー,405,0,9,かいでんぱ,14.7
レントラー,405,0,10,にどげり,13.6
ミツハニー,415,0,1,むしくい,100.0
ミツハニー,415,0,2,あまいかおり,100.0
ミツハニー,415,0,3,むしのていこう,100.0
ミツハニー,415,0,4,かぜおこし,100.0
ビークイン,416,0,1,ぼうぎょしれい,71.2
ビークイン,416,0,2,むしのさざめき,52.4
ビークイン,416,0,3,ヘドロばくだん,52.4
ビークイン,416,0,4,エアスラッシュ,52.4
ビークイン,416,0,5,どくどく,21.7
ビークイン,416,0,6,パワージェム,20.2
ビークイン,416,0,7,はねやすめ,19.9
ビークイン,416,0,8,かふんだんご,19.1
ビークイン,416,0,9,てだすけ,19.1
ビークイン,416,0,10,ちょうはつ,17.6
パチリス,417,0,1,このゆびとまれ,96.6
パチリス,417,0,2,ほっぺすりすり,74.5
パチリス,417,0,3,いかりのまえば,63.0
パチリス,417,0,4,まもる,51.2
パチリス,417,0,5,てだすけ,32.1
パチリス,417,0,6,とんぼがえり,17.8
パチリス,417,0,7,にほんばれ,11.7
パチリス,417,0,8,アンコール,10.3
パチリス,417,0,9,うそなき,8.5
パチリス,417,0,10,ひかりのかべ,6.1
ブイゼル,418,0,1,ダブルアタック,100.0
ブイゼル,418,0,2,アクアジェット,100.0
ブイゼル,418,0,3,かみつく,100.0
ブイゼル,418,0,4,スピードスター,100.0
フローゼル,419,0,1,ウェーブタックル,85.3
フローゼル,419,0,2,アクアジェット,81.6
フローゼル,419,0,3,まもる,57.9
フローゼル,419,0,4,アイススピナー,52.3
フローゼル,419,0,5,アクアブレイク,24.6
フローゼル,419,0,6,こおりのキバ,21.3
フローゼル,419,0,7,けたぐり,17.8
フローゼル,419,0,8,みずびたし,10.5
フローゼル,419,0,9,かみくだく,8.3
フローゼル,419,0,10,たきのぼり,8.1
カラナクシ,422,0,1,おきみやげ,100.0
カラナクシ,422,0,2,だいちのちから,100.0
カラナクシ,422,0,3,あまごい,100.0
カラナクシ,422,0,4,だくりゅう,100.0
トリトドン,423,0,1,だいちのちから,95.7
トリトドン,423,0,2,まもる,74.1
トリトドン,423,0,3,れいとうビーム,72.9
トリトドン,423,0,4,あくび,59.2
トリトドン,423,0,5,だくりゅう,29.0
トリトドン,423,0,6,じこさいせい,28.3
トリトドン,423,0,7,クリアスモッグ,10.6
トリトドン,423,0,8,こごえるかぜ,7.7
トリトドン,423,0,9,テラバースト,3.9
トリトドン,423,0,10,ひやみず,3.8
フワンテ,425,0,1,おどろかす,80.0
フワンテ,425,0,2,ちいさくなる,80.0
フワンテ,425,0,3,おいかぜ,80.0
フワンテ,425,0,4,みちづれ,80.0
フワンテ,425,0,5,のみこむ,20.0
フワンテ,425,0,6,はきだす,20.0
フワンテ,425,0,7,シャドーボール,20.0
フワンテ,425,0,8,たくわえる,20.0
フワライド,426,0,1,おいかぜ,42.3
フワライド,426,0,2,ちいさくなる,39.3
フワライド,426,0,3,ちからをすいとる,38.6
フワライド,426,0,4,バトンタッチ,34.2
フワライド,426,0,5,シャドーボール,33.8
フワライド,426,0,6,みちづれ,30.2
フワライド,426,0,7,おにび,26.5
フワライド,426,0,8,アクロバット,22.4
フワライド,426,0,9,だいばくはつ,15.3
フワライド,426,0,10,エアスラッシュ,14.4
ムウマージ,429,0,1,シャドーボール,65.9
ムウマージ,429,0,2,トリックルーム,44.5
ムウマージ,429,0,3,マジカルフレイム,38.7
ムウマージ,429,0,4,ふういん,33.4
ムウマージ,429,0,5,マジカルシャイン,27.6
ムウマージ,429,0,6,こごえるかぜ,23.6
ムウマージ,429,0,7,ちょうはつ,21.4
ムウマージ,429,0,8,パワージェム,13.2
ムウマージ,429,0,9,うそなき,13.2
ムウマージ,429,0,10,まもる,11.8
ドンカラス,430,0,1,ふいうち,69.0
ドンカラス,430,0,2,ブレイブバード,46.8
ドンカラス,430,0,3,つじぎり,39.1
ドンカラス,430,0,4,とんぼがえり,29.6
ドンカラス,430,0,5,まもる,29.1
ドンカラス,430,0,6,イカサマ,23.1
ドンカラス,430,0,7,ちょうはつ,19.2
ドンカラス,430,0,8,おいかぜ,18.4
ドンカラス,430,0,9,あくのはどう,16.6
ドンカラス,430,0,10,ぼうふう,13.6
スカンプー,434,0,1,ベノムショック,100.0
スカンプー,434,0,2,きあいだめ,100.0
スカンプー,434,0,3,かみつく,100.0
スカンプー,434,0,4,いやなおと,100.0
スカタンク,435,0,1,ふいうち,95.4
スカタンク,435,0,2,どくづき,92.8
スカタンク,435,0,3,ちょうはつ,68.4
スカタンク,435,0,4,どくどく,67.1
スカタンク,435,0,5,イカサマ,21.1
スカタンク,435,0,6,フェイント,8.6
スカタンク,435,0,7,じゃれつく,8.6
スカタンク,435,0,8,つじぎり,7.9
スカタンク,435,0,9,だいばくはつ,4.6
スカタンク,435,0,10,テラバースト,4.6
ドーミラー,436,0,1,トリックルーム,96.3
ドーミラー,436,0,2,てだすけ,81.3
ドーミラー,436,0,3,スキルスワップ,63.7
ドーミラー,436,0,4,ジャイロボール,37.5
ドーミラー,436,0,5,さいみんじゅつ,35.0
ドーミラー,436,0,6,まもる,20.0
ドーミラー,436,0,7,くさむすび,15.0
ドーミラー,436,0,8,じならし,12.5
ドーミラー,436,0,9,ひかりのかべ,11.3
ドーミラー,436,0,10,じゅうりょく,10.0
ドータクン,437,0,1,トリックルーム,89.2
ドータクン,437,0,2,ボディプレス,51.3
ドータクン,437,0,3,てっぺき,46.8
ドータクン,437,0,4,ジャイロボール,43.4
ドータクン,437,0,5,まもる,35.9
ドータクン,437,0,6,さいみんじゅつ,23.7
ドータクン,437,0,7,じゅうりょく,20.5
ドータクン,437,0,8,しんぴのまもり,13.5
ドータクン,437,0,9,ヘビーボンバー,13.0
ドータクン,437,0,10,てだすけ,9.0
ウソハチ,438,0,1,けたぐり,97.9
ウソハチ,438,0,2,いわなだれ,93.8
ウソハチ,438,0,3,ふいうち,87.5
ウソハチ,438,0,4,じしん,87.5
ウソハチ,438,0,5,カウンター,10.4
ウソハチ,438,0,6,すてみタックル,6.3
ウソハチ,438,0,7,まもる,4.2
ウソハチ,438,0,8,あなをほる,4.2
ウソハチ,438,0,9,がんせきふうじ,2.1
ウソハチ,438,0,10,ものまね,2.1
ピンプク,440,0,1,あまえる,100.0
ピンプク,440,0,2,ほしがる,100.0
ピンプク,440,0,3,チャームボイス,100.0
ピンプク,440,0,4,てんしのキッス,100.0
ミカルゲ,442,0,1,トリックルーム,83.7
ミカルゲ,442,0,2,おにび,56.6
ミカルゲ,442,0,3,イカサマ,39.2
ミカルゲ,442,0,4,バークアウト,36.5
ミカルゲ,442,0,5,いたみわけ,29.0
ミカルゲ,442,0,6,サイドチェンジ,23.0
ミカルゲ,442,0,7,かげうち,16.6
ミカルゲ,442,0,8,ふいうち,13.4
ミカルゲ,442,0,9,みちづれ,12.3
ミカルゲ,442,0,10,のろい,10.7
フカマル,443,0,1,すなあらし,100.0
フカマル,443,0,2,あなをほる,100.0
フカマル,443,0,3,ドラゴンクロー,100.0
フカマル,443,0,4,とっしん,100.0
ガバイト,444,0,1,ドラゴンクロー,83.3
ガバイト,444,0,2,かみつく,83.3
ガバイト,444,0,3,きりさく,83.3
ガバイト,444,0,4,じならし,50.0
ガバイト,444,0,5,あなをほる,33.3
ガバイト,444,0,6,げきりん,16.7
ガバイト,444,0,7,ストーンエッジ,16.7
ガバイト,444,0,8,アイアンヘッド,16.7
ガバイト,444,0,9,じしん,16.7
ガブリアス,445,0,1,じしん,90.4
ガブリアス,445,0,2,いわなだれ,54.6
ガブリアス,445,0,3,まもる,54.5
ガブリアス,445,0,4,ドラゴンクロー,51.9
ガブリアス,445,0,5,アイアンヘッド,35.4
ガブリアス,445,0,6,つるぎのまい,24.7
ガブリアス,445,0,7,じだんだ,13.8
ガブリアス,445,0,8,テラバースト,10.3
ガブリアス,445,0,9,げきりん,9.5
ガブリアス,445,0,10,どくづき,9.5
リオル,447,0,1,まねっこ,65.7
リオル,447,0,2,とおぼえ,61.4
リオル,447,0,3,にほんばれ,56.2
リオル,447,0,4,ファストガード,41.2
リオル,447,0,5,バレットパンチ,29.6
リオル,447,0,6,きしかいせい,28.8
リオル,447,0,7,てだすけ,24.0
リオル,447,0,8,いやなおと,20.4
リオル,447,0,9,こらえる,15.9
リオル,447,0,10,あまごい,13.7
ルカリオ,448,0,1,バレットパンチ,73.0
ルカリオ,448,0,2,インファイト,57.5
ルカリオ,448,0,3,しんそく,45.3
ルカリオ,448,0,4,つるぎのまい,34.9
ルカリオ,448,0,5,れいとうパンチ,25.3
ルカリオ,448,0,6,コメットパンチ,23.9
ルカリオ,448,0,7,みきり,19.7
ルカリオ,448,0,8,ドレインパンチ,14.2
ルカリオ,448,0,9,しんくうは,12.3
ルカリオ,448,0,10,はどうだん,11.2
ヒポポタス,449,0,1,なまける,100.0
ヒポポタス,449,0,2,じわれ,95.2
ヒポポタス,449,0,3,じしん,95.2
ヒポポタス,449,0,4,すなかけ,95.2
ヒポポタス,449,0,5,ふきとばし,4.8
ヒポポタス,449,0,6,じならし,4.8
ヒポポタス,449,0,7,ステルスロック,4.8
カバルドン,450,0,1,あくび,55.8
カバルドン,450,0,2,じしん,49.4
カバルドン,450,0,3,なまける,46.4
カバルドン,450,0,4,ステルスロック,38.4
カバルドン,450,0,5,ヘビーボンバー,30.6
カバルドン,450,0,6,いわなだれ,30.3
カバルドン,450,0,7,まもる,23.1
カバルドン,450,0,8,ボディプレス,20.8
カバルドン,450,0,9,アイアンヘッド,13.1
カバルドン,450,0,10,ほえる,12.7
グレッグル,453,0,1,いばる,100.0
グレッグル,453,0,2,ふいうち,100.0
グレッグル,453,0,3,どくづき,100.0
グレッグル,453,0,4,ベノムショック,66.7
グレッグル,453,0,5,どくどく,33.3
ドクロッグ,454,0,1,ねこだまし,90.7
ドクロッグ,454,0,2,バレットパンチ,51.8
ドクロッグ,454,0,3,ドレインパンチ,49.0
ドクロッグ,454,0,4,どくづき,42.8
ドクロッグ,454,0,5,ダストシュート,38.1
ドクロッグ,454,0,6,ふいうち,34.3
