pokemon,id,form,rank,terastype,raito
ノクタス,332,0,4,どく,11.4
ノクタス,332,0,5,くさ,11.4
ノクタス,332,0,6,フェアリー,2.9
ノクタス,332,0,7,いわ,2.9
ノクタス,332,0,8,むし,2.9
チルタリス,334,0,1,ほのお,43.6
チルタリス,334,0,2,はがね,21.8
チルタリス,334,0,3,フェアリー,16.4
チルタリス,334,0,4,ひこう,5.5
チルタリス,334,0,5,ドラゴン,5.5
チルタリス,334,0,6,みず,3.6
チルタリス,334,0,7,でんき,1.8
チルタリス,334,0,8,どく,1.8
ザングース,335,0,1,ノーマル,70.0
ザングース,335,0,2,ゴースト,23.3
ザングース,335,0,3,あく,3.3
ザングース,335,0,4,ほのお,3.3
ハブネーク,336,0,1,くさ,60.0
ハブネーク,336,0,2,どく,40.0
ナマズン,340,0,1,じめん,42.9
ナマズン,340,0,2,みず,28.6
ナマズン,340,0,3,ひこう,14.3
ナマズン,340,0,4,くさ,14.3
ジュペッタ,354,0,1,ほのお,50.0
ジュペッタ,354,0,2,あく,25.0
ジュペッタ,354,0,3,ゴースト,25.0
トロピウス,357,0,1,みず,72.6
トロピウス,357,0,2,ひこう,15.9
トロピウス,357,0,3,ノーマル,10.6
トロピウス,357,0,4,かくとう,0.9
オニゴーリ,362,0,1,みず,19.8
オニゴーリ,362,0,2,こおり,15.4
オニゴーリ,362,0,3,ドラゴン,14.3
オニゴーリ,362,0,4,あく,11.0
オニゴーリ,362,0,5,ほのお,9.9
オニゴーリ,362,0,6,フェアリー,8.8
オニゴーリ,362,0,7,でんき,8.8
オニゴーリ,362,0,8,ゴースト,8.8
オニゴーリ,362,0,9,エスパー,2.2
オニゴーリ,362,0,10,どく,1.1
コモルー,372,0,1,ノーマル,100.0
ボーマンダ,373,0,1,はがね,45.2
ボーマンダ,373,0,2,ほのお,24.2
ボーマンダ,373,0,3,みず,8.8
ボーマンダ,373,0,4,ひこう,7.5
ボーマンダ,373,0,5,じめん,3.3
ボーマンダ,373,0,6,ドラゴン,2.2
ボーマンダ,373,0,7,ノーマル,1.9
ボーマンダ,373,0,8,フェアリー,1.9
ボーマンダ,373,0,9,いわ,1.5
ボーマンダ,373,0,10,どく,1.1
ムクホーク,398,0,1,ひこう,39.2
ムクホーク,398,0,2,じめん,37.4
ムクホーク,398,0,3,ノーマル,11.3
ムクホーク,398,0,4,ほのお,5.9
ムクホーク,398,0,5,かくとう,4.5
ムクホーク,398,0,6,ゴースト,1.8
コロトック,402,0,1,ゴースト,50.0
コロトック,402,0,2,むし,50.0
レントラー,405,0,1,でんき,48.9
レントラー,405,0,2,エスパー,6.7
レントラー,405,0,3,あく,6.7
レントラー,405,0,4,はがね,6.7
レントラー,405,0,5,ひこう,6.7
レントラー,405,0,6,ノーマル,4.4
レントラー,405,0,7,むし,4.4
レントラー,405,0,8,ドラゴン,4.4
レントラー,405,0,9,フェアリー,2.2
レントラー,405,0,10,じめん,2.2
ビークイン,416,0,1,どく,84.3
ビークイン,416,0,2,はがね,5.9
ビークイン,416,0,3,ひこう,5.9
ビークイン,416,0,4,むし,3.9
パチリス,417,0,1,ひこう,74.1
パチリス,417,0,2,ゴースト,8.6
パチリス,417,0,3,でんき,6.9
パチリス,417,0,4,みず,5.2
パチリス,417,0,5,くさ,3.4
パチリス,417,0,6,かくとう,1.7
フローゼル,419,0,1,みず,96.4
フローゼル,419,0,2,でんき,2.2
フローゼル,419,0,3,くさ,1.1
フローゼル,419,0,4,かくとう,0.4
トリトドン,423,0,1,ほのお,39.6
トリトドン,423,0,2,フェアリー,24.2
トリトドン,423,0,3,どく,9.8
トリトドン,423,0,4,みず,7.9
トリトドン,423,0,5,ゴースト,4.1
トリトドン,423,0,6,はがね,3.0
トリトドン,423,0,7,ひこう,2.9
トリトドン,423,0,8,くさ,2.9
トリトドン,423,0,9,でんき,1.5
トリトドン,423,0,10,むし,1.3
フワライド,426,0,1,はがね,31.0
フワライド,426,0,2,あく,23.8
フワライド,426,0,3,ノーマル,13.4
フワライド,426,0,4,ゴースト,9.4
フワライド,426,0,5,でんき,8.7
フワライド,426,0,6,ひこう,5.4
フワライド,426,0,7,フェアリー,2.9
フワライド,426,0,8,かくとう,2.5
フワライド,426,0,9,こおり,1.1
フワライド,426,0,10,ほのお,1.1
ムウマージ,429,0,1,フェアリー,47.4
ムウマージ,429,0,2,ノーマル,21.1
ムウマージ,429,0,3,ほのお,15.8
ムウマージ,429,0,4,ゴースト,10.5
ムウマージ,429,0,5,でんき,5.3
ドンカラス,430,0,1,あく,58.7
ドンカラス,430,0,2,ほのお,28.3
ドンカラス,430,0,3,こおり,6.5
ドンカラス,430,0,4,はがね,2.2
ドンカラス,430,0,5,どく,2.2
ドンカラス,430,0,6,ひこう,2.2
スカタンク,435,0,1,どく,71.4
スカタンク,435,0,2,ゴースト,14.3
スカタンク,435,0,3,フェアリー,14.3
ドーミラー,436,0,1,あく,77.8
ドーミラー,436,0,2,ノーマル,22.2
ドータクン,437,0,1,ほのお,27.0
ドータクン,437,0,2,みず,18.4
ドータクン,437,0,3,でんき,15.1
ドータクン,437,0,4,くさ,8.5
ドータクン,437,0,5,はがね,7.4
ドータクン,437,0,6,あく,7.0
ドータクン,437,0,7,フェアリー,4.5
ドータクン,437,0,8,かくとう,3.5
ドータクン,437,0,9,じめん,2.4
ドータクン,437,0,10,どく,1.9
ウソハチ,438,0,1,じめん,100.0
ミカルゲ,442,0,1,はがね,29.3
ミカルゲ,442,0,2,ほのお,19.2
ミカルゲ,442,0,3,フェアリー,16.3
ミカルゲ,442,0,4,どく,13.0
ミカルゲ,442,0,5,みず,6.5
ミカルゲ,442,0,6,ひこう,5.1
ミカルゲ,442,0,7,くさ,3.6
ミカルゲ,442,0,8,あく,3.6
ミカルゲ,442,0,9,ゴースト,2.5
ミカルゲ,442,0,10,エスパー,0.7
ガブリアス,445,0,1,はがね,33.5
ガブリアス,445,0,2,じめん,21.2
ガブリアス,445,0,3,ほのお,15.6
ガブリアス,445,0,4,みず,12.5
ガブリアス,445,0,5,いわ,4.8
ガブリアス,445,0,6,どく,3.6
ガブリアス,445,0,7,フェアリー,3.6
ガブリアス,445,0,8,ドラゴン,1.4
ガブリアス,445,0,9,こおり,1.0
ガブリアス,445,0,10,ゴースト,0.7
リオル,447,0,1,かくとう,83.3
リオル,447,0,2,はがね,16.7
ルカリオ,448,0,1,ノーマル,42.7
ルカリオ,448,0,2,かくとう,23.6
ルカリオ,448,0,3,はがね,19.6
ルカリオ,448,0,4,ゴースト,3.8
ルカリオ,448,0,5,ひこう,3.2
ルカリオ,448,0,6,こおり,1.6
ルカリオ,448,0,7,ドラゴン,1.4
ルカリオ,448,0,8,エスパー,1.2
ルカリオ,448,0,9,フェアリー,0.8
ルカリオ,448,0,10,いわ,0.8
カバルドン,450,0,1,フェアリー,17.5
カバルドン,450,0,2,くさ,17.5
カバルドン,450,0,3,はがね,12.5
カバルドン,450,0,4,ほのお,9.2
カバルドン,450,0,5,みず,9.2
カバルドン,450,0,6,じめん,8.3
カバルドン,450,0,7,いわ,6.7
カバルドン,450,0,8,こおり,6.7
カバルドン,450,0,9,どく,6.7
カバルドン,450,0,10,ひこう,5.0
ドクロッグ,454,0,1,はがね,47.2
ドクロッグ,454,0,2,ほのお,23.0
ドクロッグ,454,0,3,どく,11.1
ドクロッグ,454,0,4,あく,9.5
ドクロッグ,454,0,5,ひこう,4.6
ドクロッグ,454,0,6,みず,1.4
ドクロッグ,454,0,7,じめん,1.4
ドクロッグ,454,0,8,かくとう,1.1
ドクロッグ,454,0,9,フェアリー,0.3
ドクロッグ,454,0,10,むし,0.3
ネオラント,457,0,1,くさ,65.2
ネオラント,457,0,2,フェアリー,15.7
ネオラント,457,0,3,ゴースト,11.2
ネオラント,457,0,4,みず,4.5
ネオラント,457,0,5,ひこう,1.1
ネオラント,457,0,6,じめん,1.1
ネオラント,457,0,7,こおり,1.1
ユキカブリ,459,0,1,ノーマル,100.0
ユキノオー,460,0,1,みず,74.0
ユキノオー,460,0,2,ゴースト,5.8
ユキノオー,460,0,3,じめん,4.7
ユキノオー,460,0,4,ほのお,3.2
ユキノオー,460,0,5,どく,2.6
ユキノオー,460,0,6,こおり,2.5
ユキノオー,460,0,7,フェアリー,2.0
ユキノオー,460,0,8,くさ,1.9
ユキノオー,460,0,9,ドラゴン,1.5
ユキノオー,460,0,10,でんき,0.6
マニューラ,461,0,1,あく,28.6
マニューラ,461,0,2,フェアリー,17.3
マニューラ,461,0,3,エスパー,13.3
マニューラ,461,0,4,むし,10.2
マニューラ,461,0,5,いわ,9.2
マニューラ,461,0,6,ひこう,7.1
マニューラ,461,0,7,こおり,7.1
マニューラ,461,0,8,ゴースト,6.1
マニューラ,461,0,9,くさ,1.0
ジバコイル,462,0,1,ひこう,38.8
ジバコイル,462,0,2,でんき,18.0
ジバコイル,462,0,3,みず,12.6
ジバコイル,462,0,4,フェアリー,12.1
ジバコイル,462,0,5,ノーマル,5.6
ジバコイル,462,0,6,はがね,2.8
ジバコイル,462,0,7,ほのお,2.3
ジバコイル,462,0,8,くさ,1.6
ジバコイル,462,0,9,いわ,1.4
ジバコイル,462,0,10,じめん,1.4
リーフィア,470,0,1,でんき,49.2
リーフィア,470,0,2,ほのお,17.3
リーフィア,470,0,3,いわ,12.3
リーフィア,470,0,4,みず,8.5
リーフィア,470,0,5,ノーマル,3.3
リーフィア,470,0,6,こおり,3.3
リーフィア,470,0,7,くさ,2.2
リーフィア,470,0,8,じめん,2.2
リーフィア,470,0,9,フェアリー,0.9
リーフィア,470,0,10,ひこう,0.4
グレイシア,471,0,1,みず,45.8
グレイシア,471,0,2,こおり,23.7
グレイシア,471,0,3,ほのお,12.9
グレイシア,471,0,4,じめん,7.1
グレイシア,471,0,5,ゴースト,5.9
グレイシア,471,0,6,でんき,1.5
グレイシア,471,0,7,かくとう,1.3
グレイシア,471,0,8,フェアリー,0.8
グレイシア,471,0,9,くさ,0.4
グレイシア,471,0,10,どく,0.3
エルレイド,475,0,1,はがね,32.9
エルレイド,475,0,2,くさ,11.1
エルレイド,475,0,3,みず,8.5
エルレイド,475,0,4,ほのお,7.7
エルレイド,475,0,5,ゴースト,6.6
エルレイド,475,0,6,かくとう,6.4
エルレイド,475,0,7,エスパー,5.9
エルレイド,475,0,8,あく,5.1
エルレイド,475,0,9,ノーマル,3.9
エルレイド,475,0,10,フェアリー,2.9
ユキメノコ,478,0,1,ゴースト,50.0
ユキメノコ,478,0,2,こおり,44.1
ユキメノコ,478,0,3,はがね,5.9
ロトム,479,0,1,あく,71.4
ロトム,479,0,2,はがね,14.3
ロトム,479,0,3,かくとう,7.1
ロトム,479,0,4,でんき,7.1
ロトム,479,1,1,でんき,64.8
ロトム,479,1,2,ゴースト,20.1
ロトム,479,1,3,くさ,5.7
ロトム,479,1,4,みず,4.4
ロトム,479,1,5,フェアリー,3.8
ロトム,479,1,6,はがね,1.3
ロトム,479,2,1,でんき,47.5
ロトム,479,2,2,ゴースト,25.2
ロトム,479,2,3,フェアリー,10.7
ロトム,479,2,4,ほのお,6.9
ロトム,479,2,5,はがね,4.1
ロトム,479,2,6,どく,2.0
ロトム,479,2,7,くさ,1.6
ロトム,479,2,8,みず,0.6
ロトム,479,2,9,ドラゴン,0.5
ロトム,479,2,10,こおり,0.3
ロトム,479,3,1,ゴースト,38.2
ロトム,479,3,2,みず,23.5
ロトム,479,3,3,でんき,23.5
ロトム,479,3,4,ほのお,5.9
ロトム,479,3,5,ノーマル,2.9
ロトム,479,3,6,こおり,2.9
ロトム,479,3,7,どく,2.9
ロトム,479,5,1,ゴースト,41.5
ロトム,479,5,2,でんき,29.3
ロトム,479,5,3,どく,24.4
ロトム,479,5,4,くさ,4.9
ユクシー,480,0,1,フェアリー,43.5
ユクシー,480,0,2,でんき,20.6
ユクシー,480,0,3,はがね,10.3
ユクシー,480,0,4,どく,8.0
ユクシー,480,0,5,あく,5.0
ユクシー,480,0,6,エスパー,3.8
ユクシー,480,0,7,くさ,3.3
ユクシー,480,0,8,じめん,3.3
ユクシー,480,0,9,ゴースト,2.0
ユクシー,480,0,10,ノーマル,0.3
エムリット,481,0,1,フェアリー,61.8
エムリット,481,0,2,でんき,8.7
エムリット,481,0,3,はがね,8.1
エムリット,481,0,4,こおり,8.1
エムリット,481,0,5,みず,6.1
エムリット,481,0,6,エスパー,3.2
エムリット,481,0,7,どく,1.4
エムリット,481,0,8,かくとう,1.2
エムリット,481,0,9,ゴースト,0.6
エムリット,481,0,10,ノーマル,0.3
アグノム,482,0,1,ノーマル,82.8
アグノム,482,0,2,でんき,7.5
アグノム,482,0,3,フェアリー,3.1
アグノム,482,0,4,ほのお,2.0
アグノム,482,0,5,エスパー,1.5
アグノム,482,0,6,はがね,1.1
アグノム,482,0,7,ゴースト,0.7
アグノム,482,0,8,くさ,0.6
アグノム,482,0,9,みず,0.4
アグノム,482,0,10,あく,0.3
ヒードラン,485,0,1,くさ,81.7
ヒードラン,485,0,2,むし,6.6
ヒードラン,485,0,3,フェアリー,4.4
ヒードラン,485,0,4,ひこう,3.4
ヒードラン,485,0,5,ほのお,2.7
ヒードラン,485,0,6,みず,0.5
ヒードラン,485,0,7,ゴースト,0.3
ヒードラン,485,0,8,はがね,0.1
ヒードラン,485,0,9,どく,0.1
ヒードラン,485,0,10,こおり,0.1
クレセリア,488,0,1,フェアリー,63.2
クレセリア,488,0,2,でんき,12.4
クレセリア,488,0,3,どく,6.3
クレセリア,488,0,4,あく,4.9
クレセリア,488,0,5,はがね,3.4
クレセリア,488,0,6,みず,3.4
クレセリア,488,0,7,くさ,2.5
クレセリア,488,0,8,ゴースト,1.8
クレセリア,488,0,9,エスパー,0.8
クレセリア,488,0,10,ほのお,0.6
ダイケンキ,503,0,1,フェアリー,45.1
ダイケンキ,503,0,2,むし,13.7
ダイケンキ,503,0,3,みず,12.7
ダイケンキ,503,0,4,くさ,8.8
ダイケンキ,503,0,5,でんき,6.9
ダイケンキ,503,0,6,ドラゴン,6.9
ダイケンキ,503,0,7,はがね,2.9
ダイケンキ,503,0,8,どく,1.0
ダイケンキ,503,0,9,こおり,1.0
ダイケンキ,503,0,10,じめん,1.0
ダイケンキ,503,1,1,フェアリー,47.5
ダイケンキ,503,1,2,みず,19.3
ダイケンキ,503,1,3,どく,18.1
ダイケンキ,503,1,4,ゴースト,4.7
ダイケンキ,503,1,5,あく,2.7
ダイケンキ,503,1,6,むし,1.8
ダイケンキ,503,1,7,はがね,1.5
ダイケンキ,503,1,8,かくとう,1.3
ダイケンキ,503,1,9,ひこう,1.0
ダイケンキ,503,1,10,こおり,0.7
ドレディア,549,0,1,ほのお,61.7
ドレディア,549,0,2,くさ,13.2
ドレディア,549,0,3,ゴースト,12.3
ドレディア,549,0,4,みず,6.2
ドレディア,549,0,5,はがね,4.0
ドレディア,549,0,6,いわ,1.3
ドレディア,549,0,7,でんき,0.9
ドレディア,549,0,8,こおり,0.4
ドレディア,549,1,1,ゴースト,57.9
ドレディア,549,1,2,かくとう,11.9
ドレディア,549,1,3,くさ,9.0
ドレディア,549,1,4,ほのお,5.3
ドレディア,549,1,5,こおり,4.0
ドレディア,549,1,6,いわ,3.7
ドレディア,549,1,7,みず,3.1
ドレディア,549,1,8,はがね,2.5
ドレディア,549,1,9,どく,1.3
ドレディア,549,1,10,あく,0.5
バスラオ,550,1,1,みず,100.0
バスラオ,550,2,1,みず,100.0
ワルビアル,553,0,1,どく,17.0
ワルビアル,553,0,2,フェアリー,14.7
ワルビアル,553,0,3,みず,13.8
ワルビアル,553,0,4,じめん,12.8
ワルビアル,553,0,5,あく,8.7
ワルビアル,553,0,6,ほのお,7.3
ワルビアル,553,0,7,ゴースト,6.4
ワルビアル,553,0,8,ドラゴン,5.0
ワルビアル,553,0,9,くさ,4.1
ワルビアル,553,0,10,いわ,3.2
ゾロア,570,0,1,あく,100.0
ゾロアーク,571,0,1,あく,31.6
ゾロアーク,571,0,2,ほのお,26.3
ゾロアーク,571,0,3,どく,21.1
ゾロアーク,571,0,4,フェアリー,10.5
ゾロアーク,571,0,5,ゴースト,5.3
ゾロアーク,571,0,6,くさ,5.3
ゾロアーク,571,1,1,ノーマル,50.3
ゾロアーク,571,1,2,ゴースト,13.6
ゾロアーク,571,1,3,フェアリー,10.0
ゾロアーク,571,1,4,ほのお,5.5
ゾロアーク,571,1,5,かくとう,5.3
ゾロアーク,571,1,6,あく,4.9
ゾロアーク,571,1,7,こおり,3.7
ゾロアーク,571,1,8,ひこう,3.1
ゾロアーク,571,1,9,でんき,1.6
ゾロアーク,571,1,10,みず,0.9
ゴチム,574,0,1,あく,100.0
ゴチミル,575,0,1,フェアリー,71.4
ゴチミル,575,0,2,あく,28.6
ゴチルゼル,576,0,1,みず,25.9
ゴチルゼル,576,0,2,フェアリー,25.1
ゴチルゼル,576,0,3,あく,21.3
ゴチルゼル,576,0,4,はがね,6.9
ゴチルゼル,576,0,5,ひこう,5.9
ゴチルゼル,576,0,6,エスパー,3.0
ゴチルゼル,576,0,7,ノーマル,2.7
ゴチルゼル,576,0,8,ほのお,2.7
ゴチルゼル,576,0,9,かくとう,2.3
ゴチルゼル,576,0,10,くさ,1.9
メブキジカ,586,0,1,フェアリー,38.5
メブキジカ,586,0,2,みず,15.4
メブキジカ,586,0,3,くさ,15.4
メブキジカ,586,0,4,ノーマル,15.4
メブキジカ,586,0,5,むし,7.7
メブキジカ,586,0,6,いわ,7.7
タマゲタケ,590,0,1,みず,100.0
モロバレル,591,0,1,みず,81.1
モロバレル,591,0,2,あく,4.9
モロバレル,591,0,3,はがね,3.5
モロバレル,591,0,4,ゴースト,2.5
モロバレル,591,0,5,ほのお,2.1
モロバレル,591,0,6,どく,1.9
モロバレル,591,0,7,いわ,1.1
モロバレル,591,0,8,ドラゴン,0.5
モロバレル,591,0,9,フェアリー,0.5
モロバレル,591,0,10,ひこう,0.4
ママンボウ,594,0,1,はがね,85.7
ママンボウ,594,0,2,フェアリー,14.3
シビビール,603,0,1,でんき,100.0
シビルドン,604,0,1,でんき,44.0
シビルドン,604,0,2,ゴースト,24.2
シビルドン,604,0,3,じめん,15.4
シビルドン,604,0,4,くさ,7.7
シビルドン,604,0,5,ドラゴン,3.3
シビルドン,604,0,6,ほのお,2.2
シビルドン,604,0,7,どく,1.1
シビルドン,604,0,8,みず,1.1
シビルドン,604,0,9,かくとう,1.1
オノノクス,612,0,1,はがね,49.8
オノノクス,612,0,2,むし,18.3
オノノクス,612,0,3,じめん,9.8
オノノクス,612,0,4,いわ,8.5
オノノクス,612,0,5,ゴースト,3.4
オノノクス,612,0,6,ドラゴン,3.0
オノノクス,612,0,7,かくとう,2.1
オノノクス,612,0,8,どく,1.7
オノノクス,612,0,9,ほのお,1.3
オノノクス,612,0,10,でんき,1.3
ツンベアー,614,0,1,ゴースト,52.5
ツンベアー,614,0,2,フェアリー,14.2
ツンベアー,614,0,3,みず,13.0
ツンベアー,614,0,4,ほのお,6.8
ツンベアー,614,0,5,じめん,4.3
ツンベアー,614,0,6,いわ,4.3
ツンベアー,614,0,7,こおり,2.5
ツンベアー,614,0,8,かくとう,1.9
ツンベアー,614,0,9,はがね,0.6
フリージオ,615,0,1,ゴースト,28.6
フリージオ,615,0,2,くさ,25.0
フリージオ,615,0,3,こおり,17.9
フリージオ,615,0,4,でんき,10.7
フリージオ,615,0,5,どく,7.1
フリージオ,615,0,6,ほのお,3.6
フリージオ,615,0,7,みず,3.6
フリージオ,615,0,8,はがね,3.6
キリキザン,625,0,1,フェアリー,25.3
キリキザン,625,0,2,ひこう,14.4
キリキザン,625,0,3,ほのお,13.7
キリキザン,625,0,4,みず,13.7
キリキザン,625,0,5,あく,10.3
キリキザン,625,0,6,ゴースト,8.2
キリキザン,625,0,7,はがね,6.8
キリキザン,625,0,8,むし,4.1
キリキザン,625,0,9,どく,3.4
ウォーグル,628,0,1,はがね,48.6
ウォーグル,628,0,2,ひこう,14.3
ウォーグル,628,0,3,ほのお,11.4
ウォーグル,628,0,4,じめん,8.6
ウォーグル,628,0,5,ゴースト,5.7
ウォーグル,628,0,6,ノーマル,2.9
ウォーグル,628,0,7,いわ,2.9
ウォーグル,628,0,8,かくとう,2.9
ウォーグル,628,0,9,でんき,2.9
ウォーグル,628,1,1,フェアリー,29.8
ウォーグル,628,1,2,エスパー,17.8
ウォーグル,628,1,3,ほのお,17.4
ウォーグル,628,1,4,ノーマル,13.1
ウォーグル,628,1,5,はがね,5.6
ウォーグル,628,1,6,ひこう,4.5
ウォーグル,628,1,7,くさ,3.9
ウォーグル,628,1,8,じめん,3.0
ウォーグル,628,1,9,あく,2.1
ウォーグル,628,1,10,かくとう,1.7
サザンドラ,635,0,1,ほのお,30.3
サザンドラ,635,0,2,どく,25.6
サザンドラ,635,0,3,はがね,21.1
サザンドラ,635,0,4,ゴースト,8.5
サザンドラ,635,0,5,でんき,6.4
サザンドラ,635,0,6,フェアリー,2.9
サザンドラ,635,0,7,ドラゴン,1.9
サザンドラ,635,0,8,あく,1.2
サザンドラ,635,0,9,じめん,0.9
サザンドラ,635,0,10,みず,0.5
ウルガモス,637,0,1,みず,53.7
ウルガモス,637,0,2,くさ,32.4
ウルガモス,637,0,3,ほのお,2.7
ウルガモス,637,0,4,フェアリー,2.1
ウルガモス,637,0,5,むし,1.9
ウルガモス,637,0,6,はがね,1.5
ウルガモス,637,0,7,でんき,1.5
ウルガモス,637,0,8,ゴースト,1.5
ウルガモス,637,0,9,ドラゴン,0.8
ウルガモス,637,0,10,ノーマル,0.6
トルネロス,641,0,1,ゴースト,57.2
トルネロス,641,0,2,ひこう,16.7
トルネロス,641,0,3,はがね,10.6
トルネロス,641,0,4,あく,6.7
トルネロス,641,0,5,じめん,3.4
トルネロス,641,0,6,みず,1.1
トルネロス,641,0,7,くさ,1.1
トルネロス,641,0,8,でんき,1.0
トルネロス,641,0,9,ほのお,0.6
トルネロス,641,0,10,こおり,0.4
トルネロス,641,1,1,ひこう,52.1
トルネロス,641,1,2,はがね,23.9
トルネロス,641,1,3,じめん,7.0
トルネロス,641,1,4,ほのお,5.6
トルネロス,641,1,5,あく,2.8
トルネロス,641,1,6,どく,2.8
トルネロス,641,1,7,みず,2.8
トルネロス,641,1,8,くさ,1.4
トルネロス,641,1,9,でんき,1.4
ボルトロス,642,0,1,でんき,33.6
ボルトロス,642,0,2,ゴースト,20.1
ボルトロス,642,0,3,はがね,19.4
ボルトロス,642,0,4,みず,9.6
ボルトロス,642,0,5,あく,7.0
ボルトロス,642,0,6,こおり,2.4
ボルトロス,642,0,7,ひこう,2.4
ボルトロス,642,0,8,くさ,1.7
ボルトロス,642,0,9,かくとう,1.5
ボルトロス,642,0,10,フェアリー,1.4
ボルトロス,642,1,1,みず,32.1
ボルトロス,642,1,2,ひこう,30.2
ボルトロス,642,1,3,でんき,21.8
ボルトロス,642,1,4,こおり,7.5
ボルトロス,642,1,5,はがね,2.9
ボルトロス,642,1,6,フェアリー,2.9
ボルトロス,642,1,7,ゴースト,1.1
ボルトロス,642,1,8,どく,0.4
ボルトロス,642,1,9,かくとう,0.3
ボルトロス,642,1,10,じめん,0.3
ランドロス,645,0,1,どく,37.0
ランドロス,645,0,2,みず,28.4
ランドロス,645,0,3,じめん,17.4
ランドロス,645,0,4,はがね,8.5
ランドロス,645,0,5,フェアリー,2.2
ランドロス,645,0,6,ひこう,1.7
ランドロス,645,0,7,こおり,1.6
ランドロス,645,0,8,くさ,0.9
ランドロス,645,0,9,いわ,0.9
ランドロス,645,0,10,ゴースト,0.7
ランドロス,645,1,1,ひこう,41.8
ランドロス,645,1,2,みず,28.5
ランドロス,645,1,3,じめん,9.4
ランドロス,645,1,4,はがね,7.9
ランドロス,645,1,5,いわ,5.6
ランドロス,645,1,6,こおり,1.8
ランドロス,645,1,7,ほのお,1.3
ランドロス,645,1,8,フェアリー,1.2
ランドロス,645,1,9,ゴースト,1.0
ランドロス,645,1,10,どく,0.4
ハリボーグ,651,0,1,ゴースト,66.7
ハリボーグ,651,0,2,ほのお,33.3
ブリガロン,652,0,1,いわ,30.6
ブリガロン,652,0,2,みず,28.2
ブリガロン,652,0,3,ほのお,17.4
ブリガロン,652,0,4,どく,11.4
ブリガロン,652,0,5,はがね,4.2
ブリガロン,652,0,6,ゴースト,3.2
ブリガロン,652,0,7,フェアリー,1.8
ブリガロン,652,0,8,でんき,1.7
ブリガロン,652,0,9,くさ,0.6
ブリガロン,652,0,10,ノーマル,0.5
テールナー,654,0,1,あく,45.5
テールナー,654,0,2,ゴースト,22.7
テールナー,654,0,3,くさ,9.1
テールナー,654,0,4,ひこう,9.1
テールナー,654,0,5,みず,4.5
テールナー,654,0,6,フェアリー,4.5
テールナー,654,0,7,ほのお,4.5
マフォクシー,655,0,1,フェアリー,78.5
マフォクシー,655,0,2,ほのお,8.4
マフォクシー,655,0,3,あく,4.8
マフォクシー,655,0,4,くさ,3.2
マフォクシー,655,0,5,ノーマル,1.9
マフォクシー,655,0,6,みず,1.3
マフォクシー,655,0,7,ゴースト,1.0
マフォクシー,655,0,8,エスパー,0.5
マフォクシー,655,0,9,こおり,0.2
マフォクシー,655,0,10,はがね,0.2
ゲッコウガ,658,0,1,みず,68.9
ゲッコウガ,658,0,2,ゴースト,13.9
ゲッコウガ,658,0,3,どく,10.8
ゲッコウガ,658,0,4,くさ,1.4
ゲッコウガ,658,0,5,こおり,1.0
ゲッコウガ,658,0,6,ほのお,0.9
ゲッコウガ,658,0,7,フェアリー,0.7
ゲッコウガ,658,0,8,じめん,0.5
ゲッコウガ,658,0,9,かくとう,0.5
ゲッコウガ,658,0,10,いわ,0.4
ヒノヤコマ,662,0,1,でんき,66.7
ヒノヤコマ,662,0,2,ゴースト,33.3
ファイアロー,663,0,1,ひこう,42.2
ファイアロー,663,0,2,ゴースト,39.2
ファイアロー,663,0,3,くさ,4.4
ファイアロー,663,0,4,ほのお,3.7
ファイアロー,663,0,5,じめん,2.3
ファイアロー,663,0,6,はがね,2.0
ファイアロー,663,0,7,いわ,1.2
ファイアロー,663,0,8,みず,1.1
ファイアロー,663,0,9,ノーマル,0.9
ファイアロー,663,0,10,かくとう,0.7
ビビヨン,666,18,1,ゴースト,43.8
ビビヨン,666,18,2,みず,25.0
ビビヨン,666,18,3,ひこう,12.5
ビビヨン,666,18,4,むし,9.4
ビビヨン,666,18,5,ドラゴン,6.3
ビビヨン,666,18,6,くさ,3.1
カエンジシ,668,0,1,ゴースト,31.3
カエンジシ,668,0,2,ノーマル,31.3
カエンジシ,668,0,3,くさ,18.8
カエンジシ,668,0,4,ほのお,12.5
カエンジシ,668,0,5,あく,6.3
フラージェス,671,0,1,じめん,17.7
フラージェス,671,0,2,フェアリー,16.4
フラージェス,671,0,3,ほのお,15.1
フラージェス,671,0,4,はがね,10.8
フラージェス,671,0,5,くさ,9.1
フラージェス,671,0,6,みず,7.8
フラージェス,671,0,7,ゴースト,7.3
フラージェス,671,0,8,ノーマル,6.9
フラージェス,671,0,9,いわ,3.4
フラージェス,671,0,10,ドラゴン,2.2
ゴーゴート,673,0,1,いわ,59.3
ゴーゴート,673,0,2,ほのお,16.5
ゴーゴート,673,0,3,みず,16.5
ゴーゴート,673,0,4,でんき,2.2
ゴーゴート,673,0,5,どく,2.2
ゴーゴート,673,0,6,くさ,1.1
ゴーゴート,673,0,7,ノーマル,1.1
ゴーゴート,673,0,8,ひこう,1.1
ドラミドロ,691,0,1,どく,41.3
ドラミドロ,691,0,2,みず,33.6
ドラミドロ,691,0,3,ドラゴン,4.2
ドラミドロ,691,0,4,こおり,4.2
ドラミドロ,691,0,5,フェアリー,3.5
ドラミドロ,691,0,6,くさ,3.5
ドラミドロ,691,0,7,でんき,2.8
ドラミドロ,691,0,8,ゴースト,2.8
