id,no,name,eng,type1,type2,ability1,ability2,ability3,h,a,b,c,d,s,icon
211.1,211,ハリーセン,Qwilfish,みず,どく,どくのトゲ,すいすい,いかく,65,95,85,55,55,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/211.png
211.2,211,ハリーセン(ヒスイ),Hisuian Qwilfish,あく,どく,どくのトゲ,すいすい,いかく,65,95,85,55,55,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2022/01/211-h.png
212.1,212,ハッサム,Scizor,むし,はがね,むしのしらせ,テクニシャン,ライトメタル,70,130,100,55,80,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/212.png
212.2,212,メガハッサム,Mega Scizor,むし,はがね,テクニシャン,なし,なし,70,150,140,65,100,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/212-m.png
213.1,213,ツボツボ,Shuckle,むし,いわ,がんじょう,くいしんぼう,あまのじゃく,20,10,230,10,230,5,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/213.png
214.1,214,ヘラクロス,Heracross,むし,かくとう,むしのしらせ,こんじょう,じしんかじょう,80,125,75,40,95,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/214.png
214.2,214,メガヘラクロス,Mega Heracross,むし,かくとう,スキルリンク,なし,なし,80,185,115,40,105,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/214-m.png
215.1,215,ニューラ,Sneasel,あく,こおり,せいしんりょく,するどいめ,わるいてぐせ,55,95,55,35,75,115,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/215.png
215.2,215,ニューラ(ヒスイ),Hisuian Sneasel,かくとう,どく,せいしんりょく,するどいめ,わるいてぐせ,55,95,55,35,75,115,https://pokemon-irasuto-taizen.com/wp-content/uploads/2022/01/215-h.png
216.1,216,ヒメグマ,Teddiursa,ノーマル,なし,ものひろい,はやあし,みつあつめ,60,80,50,50,50,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/216.png
217.1,217,リングマ,Ursaring,ノーマル,なし,こんじょう,はやあし,きんちょうかん,90,130,75,75,75,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/217.png
218.1,218,マグマッグ,Slugma,ほのお,なし,マグマのよろい,ほのおのからだ,くだけるよろい,40,40,40,70,40,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/218.png
219.1,219,マグカルゴ,Magcargo,ほのお,いわ,マグマのよろい,ほのおのからだ,くだけるよろい,60,50,120,90,80,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/219.png
220.1,220,ウリムー,Swinub,こおり,じめん,どんかん,ゆきがくれ,あついしぼう,50,50,40,30,30,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/220.png
221.1,221,イノムー,Piloswine,こおり,じめん,どんかん,ゆきがくれ,あついしぼう,100,100,80,60,60,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/221.png
222.1,222,サニーゴ,Corsola,みず,いわ,はりきり,しぜんかいふく,さいせいりょく,65,55,95,65,95,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/222.png
222.2,222,サニーゴ(ガラル),Galarian Corsola,ゴースト,なし,くだけるよろい,のろわれボディ,なし,60,55,100,65,100,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/222-g.png
223.1,223,テッポウオ,Remoraid,みず,なし,はりきり,スナイパー,ムラっけ,35,65,35,65,35,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/223.png
224.1,224,オクタン,Octillery,みず,なし,きゅうばん,スナイパー,ムラっけ,75,105,75,105,75,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/224.png
225.1,225,デリバード,Delibird,こおり,ひこう,やるき,はりきり,ふみん,45,55,45,65,45,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/225.png
226.1,226,マンタイン,Mantine,みず,ひこう,すいすい,ちょすい,みずのベール,85,40,70,80,140,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/226.png
227.1,227,エアームド,Skarmory,はがね,ひこう,するどいめ,がんじょう,くだけるよろい,65,80,140,40,70,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/227.png
228.1,228,デルビル,Houndour,あく,ほのお,はやおき,もらいび,きんちょうかん,45,60,30,80,50,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/228.png
229.1,229,ヘルガー,Houndoom,あく,ほのお,はやおき,もらいび,きんちょうかん,75,90,50,110,80,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/229.png
229.2,229,メガヘルガー,Mega Houndoom,あく,ほのお,サンパワー,なし,なし,75,90,90,140,90,115,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/229-m.png
230.1,230,キングドラ,Kingdra,みず,ドラゴン,すいすい,スナイパー,しめりけ,75,95,95,95,95,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/230.png
231.1,231,ゴマゾウ,Phanpy,じめん,なし,ものひろい,すながくれ,なし,90,60,60,40,40,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/231.png
232.1,232,ドンファン,Donphan,じめん,なし,がんじょう,すながくれ,なし,90,120,120,60,60,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/232.png
233.1,233,ポリゴン2,Porygon2,ノーマル,なし,トレース,ダウンロード,アナライズ,85,80,90,105,95,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/233.png
234.1,234,オドシシ,Stantler,ノーマル,なし,いかく,おみとおし,そうしょく,73,95,62,85,65,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/234.png
235.1,235,ドーブル,Smeargle,ノーマル,なし,マイペース,テクニシャン,ムラっけ,55,20,35,20,45,75,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/235.png
236.1,236,バルキー,Tyrogue,かくとう,なし,こんじょう,ふくつのこころ,やるき,35,35,35,35,35,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/236.png
237.1,237,カポエラー,Hitmontop,かくとう,なし,いかく,テクニシャン,ふくつのこころ,50,95,95,35,110,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/237.png
238.1,238,ムチュール,Smoochum,こおり,エスパー,どんかん,よちむ,うるおいボディ,45,30,15,85,65,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/238.png
239.1,239,エレキッド,Elekid,でんき,なし,せいでんき,やるき,なし,45,63,37,65,55,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/239.png
240.1,240,ブビィ,Magby,ほのお,なし,ほのおのからだ,やるき,なし,45,75,37,70,55,83,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/240.png
241.1,241,ミルタンク,Miltank,ノーマル,なし,あついしぼう,きもったま,そうしょく,95,80,105,40,70,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/241.png
242.1,242,ハピナス,Blissey,ノーマル,なし,しぜんかいふく,てんのめぐみ,いやしのこころ,255,10,10,75,135,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/242.png
243.1,243,ライコウ,Raikou,でんき,なし,プレッシャー,せいしんりょく,なし,90,85,75,115,100,115,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/243.png
244.1,244,エンテイ,Entei,ほのお,なし,プレッシャー,せいしんりょく,なし,115,115,85,90,75,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/244.png
245.1,245,スイクン,Suicune,みず,なし,プレッシャー,せいしんりょく,なし,100,75,115,90,115,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/245.png
246.1,246,ヨーギラス,Larvitar,いわ,じめん,こんじょう,すながくれ,なし,50,64,50,45,50,41,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/246.png
247.1,247,サナギラス,Pupitar,いわ,じめん,だっぴ,なし,なし,70,84,70,65,70,51,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/247.png
248.1,248,バンギラス,Tyranitar,いわ,あく,すなおこし,きんちょうかん,なし,100,134,110,95,100,61,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/248.png
248.2,248,メガバンギラス,Mega Tyranitar,いわ,あく,すなおこし,なし,なし,100,164,150,95,120,71,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/248-m.png
249.1,249,ルギア,Lugia,エスパー,ひこう,プレッシャー,マルチスケイル,なし,106,90,130,90,154,110,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/249.png
250.1,250,ホウオウ,Ho-Oh,ほのお,ひこう,プレッシャー,さいせいりょく,なし,106,130,90,110,154,90,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/250.png
251.1,251,セレビィ,Celebi,エスパー,くさ,しぜんかいふく,なし,なし,100,100,100,100,100,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/251.png
252.1,252,キモリ,Treecko,くさ,なし,しんりょく,かるわざ,なし,40,45,35,65,55,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/252.png
253.1,253,ジュプトル,Grovyle,くさ,なし,しんりょく,かるわざ,なし,50,65,45,85,65,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/253.png
254.1,254,ジュカイン,Sceptile,くさ,なし,しんりょく,かるわざ,なし,70,85,65,105,85,120,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/254.png
254.2,254,メガジュカイン,Mega Sceptile,くさ,ドラゴン,ひらいしん,なし,なし,70,110,75,145,85,145,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/254-m.png
255.1,255,アチャモ,Torchic,ほのお,なし,もうか,かそく,なし,45,60,40,70,50,45,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/255.png
256.1,256,ワカシャモ,Combusken,ほのお,かくとう,もうか,かそく,なし,60,85,60,85,60,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/256.png
257.1,257,バシャーモ,Blaziken,ほのお,かくとう,もうか,かそく,なし,80,120,70,110,70,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/257.png
257.2,257,メガバシャーモ,Mega Blaziken,ほのお,かくとう,かそく,なし,なし,80,160,80,130,80,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/257-m.png
258.1,258,ミズゴロウ,Mudkip,みず,なし,げきりゅう,しめりけ,なし,50,70,50,50,50,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/258.png
259.1,259,ヌマクロー,Marshtomp,みず,じめん,げきりゅう,しめりけ,なし,70,85,70,60,70,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/259.png
260.1,260,ラグラージ,Swampert,みず,じめん,げきりゅう,しめりけ,なし,100,110,90,85,90,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/260.png
260.2,260,メガラグラージ,Mega Swampert,みず,じめん,すいすい,なし,なし,100,150,110,95,110,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/260-m.png
261.1,261,ポチエナ,Poochyena,あく,なし,にげあし,はやあし,びびり,35,55,35,30,30,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/261.png
262.1,262,グラエナ,Mightyena,あく,なし,いかく,はやあし,じしんかじょう,70,90,70,60,60,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/262.png
263.1,263,ジグザグマ,Zigzagoon,ノーマル,なし,ものひろい,くいしんぼう,はやあし,38,30,41,30,41,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/263.png
263.2,263,ジグザグマ(ガラル),Galarian Zigzagoon,あく,ノーマル,ものひろい,くいしんぼう,はやあし,38,30,41,30,41,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/263-g.png
264.1,264,マッスグマ,Linoone,ノーマル,なし,ものひろい,くいしんぼう,はやあし,78,70,61,50,61,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/264.png
264.2,264,マッスグマ(ガラル),Galarian Linoone,あく,ノーマル,ものひろい,くいしんぼう,はやあし,78,70,61,50,61,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/264-g.png
265.1,265,ケムッソ,Wurmple,むし,なし,りんぷん,にげあし,なし,45,45,35,20,30,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/265.png
266.1,266,カラサリス,Silcoon,むし,なし,だっぴ,なし,なし,50,35,55,25,25,15,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/266.png
267.1,267,アゲハント,Beautifly,むし,ひこう,むしのしらせ,とうそうしん,なし,60,70,50,100,50,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/267.png
268.1,268,マユルド,Cascoon,むし,なし,だっぴ,なし,なし,50,35,55,25,25,15,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/268.png
269.1,269,ドクケイル,Dustox,むし,どく,りんぷん,ふくがん,なし,60,50,70,50,90,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/269.png
270.1,270,ハスボー,Lotad,みず,くさ,すいすい,あめうけざら,マイペース,40,30,30,40,50,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/270.png
271.1,271,ハスブレロ,Lombre,みず,くさ,すいすい,あめうけざら,マイペース,60,50,50,60,70,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/271.png
272.1,272,ルンパッパ,Ludicolo,みず,くさ,すいすい,あめうけざら,マイペース,80,70,70,90,100,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/272.png
273.1,273,タネボー,Seedot,くさ,なし,ようりょくそ,はやおき,わるいてぐせ,40,40,50,30,30,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/273.png
274.1,274,コノハナ,Nuzleaf,くさ,あく,ようりょくそ,はやおき,わるいてぐせ,70,70,40,60,40,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/274.png
275.1,275,ダーテング,Shiftry,くさ,あく,ようりょくそ,はやおき,わるいてぐせ,90,100,60,90,60,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/275.png
276.1,276,スバメ,Taillow,ノーマル,ひこう,こんじょう,きもったま,なし,40,55,30,30,30,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/276.png
277.1,277,オオスバメ,Swellow,ノーマル,ひこう,こんじょう,きもったま,なし,60,85,60,75,50,125,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/277.png
278.1,278,キャモメ,Wingull,みず,ひこう,するどいめ,うるおいボディ,あめうけざら,40,30,30,55,30,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/278.png
279.1,279,ペリッパー,Pelipper,みず,ひこう,するどいめ,あめふらし,あめうけざら,60,50,100,95,70,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/279.png
280.1,280,ラルトス,Ralts,エスパー,フェアリー,シンクロ,トレース,テレパシー,28,25,25,45,35,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/280.png
281.1,281,キルリア,Kirlia,エスパー,フェアリー,シンクロ,トレース,テレパシー,38,35,35,65,55,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/281.png
282.1,282,サーナイト,Gardevoir,エスパー,フェアリー,シンクロ,トレース,テレパシー,68,65,65,125,115,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/282.png
282.2,282,メガサーナイト,Mega Gardevoir,エスパー,フェアリー,フェアリースキン,なし,なし,68,85,65,165,135,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/282-m.png
283.1,283,アメタマ,Surskit,むし,みず,すいすい,あめうけざら,なし,40,30,32,50,52,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/283.png
284.1,284,アメモース,Masquerain,むし,ひこう,いかく,きんちょうかん,なし,70,60,62,100,82,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/284.png
285.1,285,キノココ,Shroomish,くさ,なし,ほうし,ポイズンヒール,はやあし,60,40,60,40,60,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/285.png
286.1,286,キノガッサ,Breloom,くさ,かくとう,ほうし,ポイズンヒール,テクニシャン,60,130,80,60,60,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/286.png
287.1,287,ナマケロ,Slakoth,ノーマル,なし,なまけ,なし,なし,60,60,60,35,35,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/287.png
288.1,288,ヤルキモノ,Vigoroth,ノーマル,なし,やるき,なし,なし,80,80,80,55,55,90,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/288.png
289.1,289,ケッキング,Slaking,ノーマル,なし,なまけ,なし,なし,150,160,100,95,65,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/289.png
290.1,290,ツチニン,Nincada,むし,じめん,ふくがん,にげあし,なし,31,45,90,30,30,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/290.png
291.1,291,テッカニン,Ninjask,むし,ひこう,かそく,すりぬけ,なし,61,90,45,50,50,160,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/291.png
292.1,292,ヌケニン,Shedinja,むし,ゴースト,ふしぎなまもり,なし,なし,1,90,45,30,30,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/292.png
293.1,293,ゴニョニョ,Whismur,ノーマル,なし,ぼうおん,びびり,なし,64,51,23,51,23,28,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/293.png
294.1,294,ドゴーム,Loudred,ノーマル,なし,ぼうおん,きもったま,なし,84,71,43,71,43,48,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/294.png
295.1,295,バクオング,Exploud,ノーマル,なし,ぼうおん,きもったま,なし,104,91,63,91,73,68,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/295.png
296.1,296,マクノシタ,Makuhita,かくとう,なし,あついしぼう,こんじょう,ちからずく,72,60,30,20,30,25,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/296.png
297.1,297,ハリテヤマ,Hariyama,かくとう,なし,あついしぼう,こんじょう,ちからずく,144,120,60,40,60,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/297.png
298.1,298,ルリリ,Azurill,ノーマル,フェアリー,あついしぼう,ちからもち,そうしょく,50,20,40,20,40,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/298.png
299.1,299,ノズパス,Nosepass,いわ,なし,がんじょう,じりょく,すなのちから,30,45,135,45,90,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/299.png
300.1,300,エネコ,Skitty,ノーマル,なし,メロメロボディ,ノーマルスキン,ミラクルスキン,50,45,45,35,35,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/300.png
301.1,301,エネコロロ,Delcatty,ノーマル,なし,メロメロボディ,ノーマルスキン,ミラクルスキン,70,65,65,55,55,90,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/301.png
302.1,302,ヤミラミ,Sableye,あく,ゴースト,するどいめ,あとだし,いたずらごころ,50,75,75,65,65,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/302.png
302.2,302,メガヤミラミ,Mega Sableye,あく,ゴースト,マジックミラー,なし,なし,50,85,125,85,115,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/302-m.png
303.1,303,クチート,Mawile,はがね,フェアリー,かいりきバサミ,いかく,ちからずく,50,85,85,55,55,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/303.png
303.2,303,メガクチート,Mega Mawile,はがね,フェアリー,ちからもち,なし,なし,50,105,125,55,95,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/303-m.png
304.1,304,ココドラ,Aron,はがね,いわ,がんじょう,いしあたま,ヘヴィメタル,50,70,100,40,40,30,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/304.png
305.1,305,コドラ,Lairon,はがね,いわ,がんじょう,いしあたま,ヘヴィメタル,60,90,140,50,50,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/305.png
306.1,306,ボスゴドラ,Aggron,はがね,いわ,がんじょう,いしあたま,ヘヴィメタル,70,110,180,60,60,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/306.png
306.2,306,メガボスゴドラ,Mega Aggron,はがね,いわ,フィルター,なし,なし,70,140,230,60,80,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/306-m.png
307.1,307,アサナン,Meditite,かくとう,エスパー,ヨガパワー,テレパシー,なし,30,40,55,40,55,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/307.png
308.1,308,チャーレム,Medicham,かくとう,エスパー,ヨガパワー,テレパシー,なし,60,60,75,60,75,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/308.png
308.2,308,メガチャーレム,Mega Medicham,かくとう,エスパー,ヨガパワー,なし,なし,60,100,85,80,85,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/308-m.png
309.1,309,ラクライ,Electrike,でんき,なし,せいでんき,ひらいしん,マイナス,40,45,40,65,40,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/309.png
310.1,310,ライボルト,Manectric,でんき,なし,せいでんき,ひらいしん,マイナス,70,75,60,105,60,105,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/310.png
310.2,310,メガライボルト,Mega Manectric,でんき,なし,いかく,なし,なし,70,75,80,135,80,135,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/310-m.png
311.1,311,プラスル,Plusle,でんき,なし,プラス,ひらいしん,なし,60,50,40,85,75,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/311.png
312.1,312,マイナン,Minun,でんき,なし,マイナス,ちくでん,なし,60,40,50,75,85,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/312.png
313.1,313,バルビート,Volbeat,むし,なし,はっこう,むしのしらせ,いたずらごころ,65,73,75,47,85,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/313.png
314.1,314,イルミーゼ,Illumise,むし,なし,どんかん,いろめがね,いたずらごころ,65,47,75,73,85,85,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/314.png
315.1,315,ロゼリア,Roselia,くさ,どく,しぜんかいふく,どくのトゲ,リーフガード,50,60,45,100,80,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/315.png
316.1,316,ゴクリン,Gulpin,どく,なし,ヘドロえき,ねんちゃく,くいしんぼう,70,43,53,43,53,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/316.png
317.1,317,マルノーム,Swalot,どく,なし,ヘドロえき,ねんちゃく,くいしんぼう,100,73,83,73,83,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/317.png
318.1,318,キバニア,Carvanha,みず,あく,さめはだ,かそく,なし,45,90,20,65,20,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/318.png
319.1,319,サメハダー,Sharpedo,みず,あく,さめはだ,かそく,なし,70,120,40,95,40,95,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/319.png
319.2,319,メガサメハダー,Mega Sharpedo,みず,あく,がんじょうあご,なし,なし,70,140,70,110,65,105,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/319-m.png
320.1,320,ホエルコ,Wailmer,みず,なし,みずのベール,どんかん,プレッシャー,130,70,35,70,35,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/320.png
321.1,321,ホエルオー,Wailord,みず,なし,みずのベール,どんかん,プレッシャー,170,90,45,90,45,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/321.png
322.1,322,ドンメル,Numel,ほのお,じめん,どんかん,たんじゅん,マイペース,60,60,40,65,45,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/322.png
323.1,323,バクーダ,Camerupt,ほのお,じめん,マグマのよろい,ハードロック,いかりのつぼ,70,100,70,105,75,40,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/323.png
323.2,323,メガバクーダ,Mega Camerupt,ほのお,じめん,ちからずく,なし,なし,70,120,100,145,105,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/323-m.png
324.1,324,コータス,Torkoal,ほのお,なし,しろいけむり,ひでり,シェルアーマー,70,85,140,85,70,20,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/324.png
325.1,325,バネブー,Spoink,エスパー,なし,あついしぼう,マイペース,くいしんぼう,60,25,35,70,80,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/325.png
326.1,326,ブーピッグ,Grumpig,エスパー,なし,あついしぼう,マイペース,くいしんぼう,80,45,65,90,110,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/326.png
327.1,327,パッチール,Spinda,ノーマル,なし,マイペース,ちどりあし,あまのじゃく,60,60,60,60,60,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/327.png
328.1,328,ナックラー,Trapinch,じめん,なし,かいりきバサミ,ありじごく,ちからずく,45,100,45,45,45,10,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/328.png
329.1,329,ビブラーバ,Vibrava,じめん,ドラゴン,ふゆう,なし,なし,50,70,50,50,50,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/329.png
330.1,330,フライゴン,Flygon,じめん,ドラゴン,ふゆう,なし,なし,80,100,80,80,80,100,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/330.png
331.1,331,サボネア,Cacnea,くさ,なし,すながくれ,ちょすい,なし,50,85,40,85,40,35,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/331.png
332.1,332,ノクタス,Cacturne,くさ,あく,すながくれ,ちょすい,なし,70,115,60,115,60,55,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/332.png
333.1,333,チルット,Swablu,ノーマル,ひこう,しぜんかいふく,ノーてんき,なし,45,40,60,40,75,50,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/333.png
334.1,334,チルタリス,Altaria,ドラゴン,ひこう,しぜんかいふく,ノーてんき,なし,75,70,90,70,105,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/334.png
334.2,334,メガチルタリス,Mega Altaria,ドラゴン,フェアリー,フェアリースキン,なし,なし,75,110,110,110,105,80,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/334-m.png
335.1,335,ザングース,Zangoose,ノーマル,なし,めんえき,どくぼうそう,なし,73,115,60,60,60,90,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/335.png
336.1,336,ハブネーク,Seviper,どく,なし,だっぴ,すりぬけ,なし,73,100,60,100,60,65,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/336.png
337.1,337,ルナトーン,Lunatone,いわ,エスパー,ふゆう,なし,なし,90,55,65,95,85,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/337.png
338.1,338,ソルロック,Solrock,いわ,エスパー,ふゆう,なし,なし,90,95,85,55,65,70,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/338.png
339.1,339,ドジョッチ,Barboach,みず,じめん,どんかん,きけんよち,うるおいボディ,50,48,43,46,41,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/339.png
340.1,340,ナマズン,Whiscash,みず,じめん,どんかん,きけんよち,うるおいボディ,110,78,73,76,71,60,https://pokemon-irasuto-taizen.com/wp-content/uploads/2021/03/340.png
